Iterations,Accuracy (%),Agg,NonIID,Group
1099890,47.17548076923077,Gossip,True,clique 1
1109889,46.65464743589744,Gossip,True,clique 1
1119888,46.85496794871795,Gossip,True,clique 1
1129887,48.26722756410256,Gossip,True,clique 1
1139886,47.576121794871796,Gossip,True,clique 1
1149885,47.33573717948718,Gossip,True,clique 1
1159884,47.365785256410255,Gossip,True,clique 1
1169883,46.81490384615385,Gossip,True,clique 1
1179882,47.04527243589744,Gossip,True,clique 1
1189881,47.766426282051285,Gossip,True,clique 1
1199880,51.2119391025641,Gossip,True,clique 1
1209879,51.40224358974359,Gossip,True,clique 1
1219878,51.252003205128204,Gossip,True,clique 1
1229877,51.89302884615385,Gossip,True,clique 1
1239876,50.69110576923077,Gossip,True,clique 1
1249875,52.083333333333336,Gossip,True,clique 1
1259874,52.10336538461539,Gossip,True,clique 1
1269873,52.35376602564103,Gossip,True,clique 1
1279872,52.233573717948715,Gossip,True,clique 1
1289871,51.302083333333336,Gossip,True,clique 1
1299870,51.49238782051282,Gossip,True,clique 1
1309869,51.63261217948718,Gossip,True,clique 1
1319868,52.00320512820513,Gossip,True,clique 1
1329867,51.16185897435897,Gossip,True,clique 1
1339866,52.35376602564103,Gossip,True,clique 1
1349865,50.85136217948718,Gossip,True,clique 1
1359864,51.662660256410255,Gossip,True,clique 1
1369863,51.953125,Gossip,True,clique 1
1379862,51.35216346153846,Gossip,True,clique 1
1389861,50.48076923076923,Gossip,True,clique 1
1399860,50.881410256410255,Gossip,True,clique 1
1409859,52.28365384615385,Gossip,True,clique 1
1419858,50.95152243589744,Gossip,True,clique 1
1429857,51.872996794871796,Gossip,True,clique 1
1439856,51.77283653846154,Gossip,True,clique 1
1449855,51.14182692307692,Gossip,True,clique 1
1459854,52.36378205128205,Gossip,True,clique 1
1469853,52.213541666666664,Gossip,True,clique 1
1479852,51.94310897435897,Gossip,True,clique 1
1489851,52.263621794871796,Gossip,True,clique 1
0,11.087740384615385,Gossip,True,clique 2
9999,15.104166666666666,Gossip,True,clique 2
19998,22.63621794871795,Gossip,True,clique 2
29997,15.564903846153847,Gossip,True,clique 2
39996,24.078525641025642,Gossip,True,clique 2
49995,23.15705128205128,Gossip,True,clique 2
59994,21.674679487179485,Gossip,True,clique 2
69993,26.211939102564102,Gossip,True,clique 2
79992,31.810897435897434,Gossip,True,clique 2
89991,34.15464743589744,Gossip,True,clique 2
99990,34.52524038461539,Gossip,True,clique 2
109989,36.65865384615385,Gossip,True,clique 2
119988,38.11097756410256,Gossip,True,clique 2
129987,38.25120192307692,Gossip,True,clique 2
139986,39.68349358974359,Gossip,True,clique 2
149985,39.0625,Gossip,True,clique 2
159984,40.53485576923077,Gossip,True,clique 2
169983,39.352964743589745,Gossip,True,clique 2
179982,40.05408653846154,Gossip,True,clique 2
189981,40.96554487179487,Gossip,True,clique 2
199980,42.477964743589745,Gossip,True,clique 2
209979,42.5380608974359,Gossip,True,clique 2
219978,41.31610576923077,Gossip,True,clique 2
229977,42.59815705128205,Gossip,True,clique 2
239976,42.72836538461539,Gossip,True,clique 2
249975,43.78004807692308,Gossip,True,clique 2
259974,43.02884615384615,Gossip,True,clique 2
269973,43.65985576923077,Gossip,True,clique 2
279972,44.68149038461539,Gossip,True,clique 2
289971,43.78004807692308,Gossip,True,clique 2
299970,43.98036858974359,Gossip,True,clique 2
309969,43.98036858974359,Gossip,True,clique 2
319968,44.02043269230769,Gossip,True,clique 2
329967,45.002003205128204,Gossip,True,clique 2
339966,44.93189102564103,Gossip,True,clique 2
349965,44.250801282051285,Gossip,True,clique 2
359964,45.10216346153846,Gossip,True,clique 2
369963,45.422676282051285,Gossip,True,clique 2
379962,45.26241987179487,Gossip,True,clique 2
389961,44.83173076923077,Gossip,True,clique 2
399960,45.53285256410256,Gossip,True,clique 2
409959,45.54286858974359,Gossip,True,clique 2
419958,45.87339743589744,Gossip,True,clique 2
429957,45.56290064102564,Gossip,True,clique 2
439956,45.48277243589744,Gossip,True,clique 2
449955,45.22235576923077,Gossip,True,clique 2
459954,44.76161858974359,Gossip,True,clique 2
469953,45.052083333333336,Gossip,True,clique 2
479952,45.572916666666664,Gossip,True,clique 2
489951,45.3125,Gossip,True,clique 2
499950,45.16225961538461,Gossip,True,clique 2
509949,45.022035256410255,Gossip,True,clique 2
519948,45.63301282051282,Gossip,True,clique 2
529947,45.002003205128204,Gossip,True,clique 2
539946,45.86338141025641,Gossip,True,clique 2
549945,45.592948717948715,Gossip,True,clique 2
559944,45.79326923076923,Gossip,True,clique 2
569943,45.89342948717949,Gossip,True,clique 2
579942,45.422676282051285,Gossip,True,clique 2
589941,45.79326923076923,Gossip,True,clique 2
599940,45.87339743589744,Gossip,True,clique 2
609939,45.833333333333336,Gossip,True,clique 2
619938,45.72315705128205,Gossip,True,clique 2
629937,45.08213141025641,Gossip,True,clique 2
639936,45.55288461538461,Gossip,True,clique 2
649935,45.64302884615385,Gossip,True,clique 2
659934,46.16386217948718,Gossip,True,clique 2
669933,46.384214743589745,Gossip,True,clique 2
679932,45.87339743589744,Gossip,True,clique 2
689931,46.06370192307692,Gossip,True,clique 2
699930,46.09375,Gossip,True,clique 2
709929,45.73317307692308,Gossip,True,clique 2
719928,44.95192307692308,Gossip,True,clique 2
729927,45.82331730769231,Gossip,True,clique 2
739926,46.02363782051282,Gossip,True,clique 2
749925,45.37259615384615,Gossip,True,clique 2
759924,46.02363782051282,Gossip,True,clique 2
769923,45.95352564102564,Gossip,True,clique 2
779922,46.23397435897436,Gossip,True,clique 2
789921,46.12379807692308,Gossip,True,clique 2
799920,47.60616987179487,Gossip,True,clique 2
809919,48.09695512820513,Gossip,True,clique 2
819918,48.046875,Gossip,True,clique 2
829917,48.70793269230769,Gossip,True,clique 2
839916,48.28725961538461,Gossip,True,clique 2
849915,48.87820512820513,Gossip,True,clique 2
859914,49.118589743589745,Gossip,True,clique 2
869913,48.61778846153846,Gossip,True,clique 2
879912,49.01842948717949,Gossip,True,clique 2
889911,48.8681891025641,Gossip,True,clique 2
899910,49.2588141025641,Gossip,True,clique 2
909909,49.55929487179487,Gossip,True,clique 2
919908,48.11698717948718,Gossip,True,clique 2
929907,49.318910256410255,Gossip,True,clique 2
939906,48.63782051282051,Gossip,True,clique 2
949905,49.118589743589745,Gossip,True,clique 2
959904,49.05849358974359,Gossip,True,clique 2
969903,48.7880608974359,Gossip,True,clique 2
979902,49.72956730769231,Gossip,True,clique 2
989901,49.90985576923077,Gossip,True,clique 2
999900,49.48918269230769,Gossip,True,clique 2
1009899,49.59935897435897,Gossip,True,clique 2
1019898,48.76802884615385,Gossip,True,clique 2
1029897,49.12860576923077,Gossip,True,clique 2
1039896,48.76802884615385,Gossip,True,clique 2
1049895,49.04847756410256,Gossip,True,clique 2
1059894,49.15865384615385,Gossip,True,clique 2
1069893,48.96834935897436,Gossip,True,clique 2
1079892,49.59935897435897,Gossip,True,clique 2
1089891,50.53084935897436,Gossip,True,clique 2
1099890,49.36899038461539,Gossip,True,clique 2
1109889,49.328926282051285,Gossip,True,clique 2
1119888,49.85977564102564,Gossip,True,clique 2
1129887,50.45072115384615,Gossip,True,clique 2
1139886,50.58092948717949,Gossip,True,clique 2
1149885,49.61939102564103,Gossip,True,clique 2
1159884,50.12019230769231,Gossip,True,clique 2
1169883,49.77964743589744,Gossip,True,clique 2
1179882,49.709535256410255,Gossip,True,clique 2
1189881,49.62940705128205,Gossip,True,clique 2
1199880,52.64423076923077,Gossip,True,clique 2
1209879,52.41386217948718,Gossip,True,clique 2
1219878,53.26522435897436,Gossip,True,clique 2
1229877,53.49559294871795,Gossip,True,clique 2
1239876,53.1650641025641,Gossip,True,clique 2
1249875,52.66426282051282,Gossip,True,clique 2
1259874,52.91466346153846,Gossip,True,clique 2
1269873,53.26522435897436,Gossip,True,clique 2
1279872,53.13501602564103,Gossip,True,clique 2
1289871,53.90625,Gossip,True,clique 2
1299870,52.59415064102564,Gossip,True,clique 2
1309869,53.024839743589745,Gossip,True,clique 2
1319868,53.125,Gossip,True,clique 2
1329867,52.93469551282051,Gossip,True,clique 2
1339866,53.24519230769231,Gossip,True,clique 2
1349865,53.14503205128205,Gossip,True,clique 2
1359864,53.27524038461539,Gossip,True,clique 2
1369863,53.28525641025641,Gossip,True,clique 2
1379862,53.515625,Gossip,True,clique 2
1389861,52.46394230769231,Gossip,True,clique 2
1399860,53.92628205128205,Gossip,True,clique 2
1409859,53.1650641025641,Gossip,True,clique 2
1419858,53.93629807692308,Gossip,True,clique 2
1429857,53.29527243589744,Gossip,True,clique 2
1439856,53.31530448717949,Gossip,True,clique 2
1449855,53.68589743589744,Gossip,True,clique 2
1459854,53.986378205128204,Gossip,True,clique 2
1469853,52.85456730769231,Gossip,True,clique 2
1479852,54.41706730769231,Gossip,True,clique 2
1489851,53.66586538461539,Gossip,True,clique 2
0,10.466746794871796,Gossip,False,global
9999,10.336538461538462,Gossip,False,global
19998,10.01602564102564,Gossip,False,global
29997,12.479967948717949,Gossip,False,global
39996,23.187099358974358,Gossip,False,global
49995,32.36177884615385,Gossip,False,global
59994,37.890625,Gossip,False,global
69993,43.59975961538461,Gossip,False,global
79992,43.72996794871795,Gossip,False,global
89991,50.66105769230769,Gossip,False,global
99990,57.76241987179487,Gossip,False,global
109989,58.874198717948715,Gossip,False,global
119988,64.9639423076923,Gossip,False,global
129987,66.78685897435898,Gossip,False,global
139986,69.04046474358974,Gossip,False,global
149985,71.39423076923077,Gossip,False,global
159984,72.64623397435898,Gossip,False,global
169983,74.22876602564102,Gossip,False,global
179982,74.22876602564102,Gossip,False,global
189981,76.40224358974359,Gossip,False,global
199980,77.02323717948718,Gossip,False,global
209979,78.01482371794872,Gossip,False,global
219978,78.23517628205128,Gossip,False,global
229977,79.16666666666667,Gossip,False,global
239976,79.2568108974359,Gossip,False,global
249975,79.94791666666667,Gossip,False,global
259974,79.87780448717949,Gossip,False,global
269973,80.43870192307692,Gossip,False,global
279972,81.08974358974359,Gossip,False,global
289971,81.55048076923077,Gossip,False,global
299970,81.79086538461539,Gossip,False,global
309969,81.70072115384616,Gossip,False,global
319968,82.13141025641026,Gossip,False,global
329967,82.64222756410257,Gossip,False,global
339966,82.75240384615384,Gossip,False,global
349965,82.16145833333333,Gossip,False,global
359964,82.12139423076923,Gossip,False,global
369963,82.8125,Gossip,False,global
379962,82.35176282051282,Gossip,False,global
389961,83.1630608974359,Gossip,False,global
399960,82.82251602564102,Gossip,False,global
409959,83.05288461538461,Gossip,False,global
419958,83.4735576923077,Gossip,False,global
429957,83.41346153846153,Gossip,False,global
439956,83.82411858974359,Gossip,False,global
449955,83.91426282051282,Gossip,False,global
459954,84.23477564102564,Gossip,False,global
469953,84.18469551282051,Gossip,False,global
479952,83.93429487179488,Gossip,False,global
489951,83.984375,Gossip,False,global
499950,84.09455128205128,Gossip,False,global
509949,84.375,Gossip,False,global
519948,84.46514423076923,Gossip,False,global
529947,84.4951923076923,Gossip,False,global
539946,84.27483974358974,Gossip,False,global
549945,84.55528846153847,Gossip,False,global
559944,84.19471153846153,Gossip,False,global
569943,84.0645032051282,Gossip,False,global
579942,84.63541666666667,Gossip,False,global
589941,84.0645032051282,Gossip,False,global
599940,84.58533653846153,Gossip,False,global
609939,84.79567307692308,Gossip,False,global
619938,85.12620192307692,Gossip,False,global
629937,85.49679487179488,Gossip,False,global
639936,84.66546474358974,Gossip,False,global
649935,84.96594551282051,Gossip,False,global
659934,84.93589743589743,Gossip,False,global
669933,84.8858173076923,Gossip,False,global
679932,84.89583333333333,Gossip,False,global
689931,84.85576923076923,Gossip,False,global
699930,84.8056891025641,Gossip,False,global
709929,85.04607371794872,Gossip,False,global
719928,85.29647435897436,Gossip,False,global
729927,84.8858173076923,Gossip,False,global
739926,85.5068108974359,Gossip,False,global
749925,84.42508012820512,Gossip,False,global
759924,85.55689102564102,Gossip,False,global
769923,85.69711538461539,Gossip,False,global
779922,85.67708333333333,Gossip,False,global
789921,85.02604166666667,Gossip,False,global
799920,86.15785256410257,Gossip,False,global
809919,86.35817307692308,Gossip,False,global
819918,86.4483173076923,Gossip,False,global
829917,86.38822115384616,Gossip,False,global
839916,86.49839743589743,Gossip,False,global
849915,86.53846153846153,Gossip,False,global
859914,86.4082532051282,Gossip,False,global
869913,86.46834935897436,Gossip,False,global
879912,86.48838141025641,Gossip,False,global
889911,86.50841346153847,Gossip,False,global
899910,86.54847756410257,Gossip,False,global
909909,86.42828525641026,Gossip,False,global
919908,86.42828525641026,Gossip,False,global
929907,86.54847756410257,Gossip,False,global
939906,86.2880608974359,Gossip,False,global
949905,86.3681891025641,Gossip,False,global
959904,86.53846153846153,Gossip,False,global
969903,86.51842948717949,Gossip,False,global
979902,86.55849358974359,Gossip,False,global
989901,86.4483173076923,Gossip,False,global
999900,86.47836538461539,Gossip,False,global
1009899,86.53846153846153,Gossip,False,global
1019898,86.48838141025641,Gossip,False,global
1029897,86.41826923076923,Gossip,False,global
1039896,86.43830128205128,Gossip,False,global
1049895,86.53846153846153,Gossip,False,global
1059894,86.35817307692308,Gossip,False,global
1069893,86.4082532051282,Gossip,False,global
1079892,86.41826923076923,Gossip,False,global
1089891,86.4082532051282,Gossip,False,global
1099890,86.34815705128206,Gossip,False,global
1109889,86.31810897435898,Gossip,False,global
1119888,86.37820512820512,Gossip,False,global
1129887,86.37820512820512,Gossip,False,global
1139886,86.30809294871794,Gossip,False,global
1149885,86.3681891025641,Gossip,False,global
1159884,86.42828525641026,Gossip,False,global
1169883,86.37820512820512,Gossip,False,global
1179882,86.53846153846153,Gossip,False,global
1189881,86.50841346153847,Gossip,False,global
1199880,86.47836538461539,Gossip,False,global
1209879,86.45833333333333,Gossip,False,global
1219878,86.47836538461539,Gossip,False,global
1229877,86.4483173076923,Gossip,False,global
1239876,86.38822115384616,Gossip,False,global
1249875,86.46834935897436,Gossip,False,global
1259874,86.42828525641026,Gossip,False,global
1269873,86.43830128205128,Gossip,False,global
1279872,86.42828525641026,Gossip,False,global
1289871,86.37820512820512,Gossip,False,global
1299870,86.4082532051282,Gossip,False,global
1309869,86.4082532051282,Gossip,False,global
1319868,86.4483173076923,Gossip,False,global
1329867,86.38822115384616,Gossip,False,global
1339866,86.47836538461539,Gossip,False,global
1349865,86.47836538461539,Gossip,False,global
1359864,86.43830128205128,Gossip,False,global
1369863,86.46834935897436,Gossip,False,global
1379862,86.47836538461539,Gossip,False,global
1389861,86.49839743589743,Gossip,False,global
1399860,86.45833333333333,Gossip,False,global
1409859,86.42828525641026,Gossip,False,global
1419858,86.38822115384616,Gossip,False,global
1429857,86.43830128205128,Gossip,False,global
1439856,86.4483173076923,Gossip,False,global
1449855,86.46834935897436,Gossip,False,global
1459854,86.38822115384616,Gossip,False,global
1469853,86.41826923076923,Gossip,False,global
1479852,86.4082532051282,Gossip,False,global
1489851,86.4082532051282,Gossip,False,global
0,20.392628205128204,Gossip,False,clique 1
9999,23.657852564102566,Gossip,False,clique 1
19998,10.006009615384615,Gossip,False,clique 1
29997,24.83974358974359,Gossip,False,clique 1
39996,30.28846153846154,Gossip,False,clique 1
49995,34.53525641025641,Gossip,False,clique 1
59994,36.15785256410256,Gossip,False,clique 1
69993,42.267628205128204,Gossip,False,clique 1
79992,49.57932692307692,Gossip,False,clique 1
89991,49.509214743589745,Gossip,False,clique 1
99990,58.102964743589745,Gossip,False,clique 1
109989,56.48036858974359,Gossip,False,clique 1
119988,62.630208333333336,Gossip,False,clique 1
129987,64.4931891025641,Gossip,False,clique 1
139986,67.37780448717949,Gossip,False,clique 1
149985,69.00040064102564,Gossip,False,clique 1
159984,70.12219551282051,Gossip,False,clique 1
169983,72.98677884615384,Gossip,False,clique 1
179982,72.50600961538461,Gossip,False,clique 1
189981,75.07011217948718,Gossip,False,clique 1
199980,75.49078525641026,Gossip,False,clique 1
209979,76.41225961538461,Gossip,False,clique 1
219978,76.20192307692308,Gossip,False,clique 1
229977,77.11338141025641,Gossip,False,clique 1
239976,77.93469551282051,Gossip,False,clique 1
249975,78.95633012820512,Gossip,False,clique 1
259974,77.63421474358974,Gossip,False,clique 1
269973,78.99639423076923,Gossip,False,clique 1
279972,79.87780448717949,Gossip,False,clique 1
289971,79.34695512820512,Gossip,False,clique 1
299970,80.32852564102564,Gossip,False,clique 1
309969,80.3886217948718,Gossip,False,clique 1
319968,80.51883012820512,Gossip,False,clique 1
329967,81.28004807692308,Gossip,False,clique 1
339966,81.31009615384616,Gossip,False,clique 1
349965,80.47876602564102,Gossip,False,clique 1
359964,80.21834935897436,Gossip,False,clique 1
