Iterations,Accuracy (%),$\delta_{\max}$,ATK,b,Group
630,48.09695512820513,0.1875,Dissensus,1,Clique A
660,48.0869391025641,0.1875,Dissensus,1,Clique A
690,48.02684294871795,0.1875,Dissensus,1,Clique A
720,48.05689102564103,0.1875,Dissensus,1,Clique A
750,48.09695512820513,0.1875,Dissensus,1,Clique A
780,48.127003205128204,0.1875,Dissensus,1,Clique A
810,48.0869391025641,0.1875,Dissensus,1,Clique A
840,48.06690705128205,0.1875,Dissensus,1,Clique A
870,48.0869391025641,0.1875,Dissensus,1,Clique A
900,48.046875,0.1875,Dissensus,1,Clique A
930,48.03685897435897,0.1875,Dissensus,1,Clique A
960,48.01682692307692,0.1875,Dissensus,1,Clique A
990,48.046875,0.1875,Dissensus,1,Clique A
1020,47.99679487179487,0.1875,Dissensus,1,Clique A
1050,47.946714743589745,0.1875,Dissensus,1,Clique A
1080,47.936698717948715,0.1875,Dissensus,1,Clique A
1110,47.92668269230769,0.1875,Dissensus,1,Clique A
1140,47.936698717948715,0.1875,Dissensus,1,Clique A
1170,47.936698717948715,0.1875,Dissensus,1,Clique A
1200,47.946714743589745,0.1875,Dissensus,1,Clique A
1230,47.946714743589745,0.1875,Dissensus,1,Clique A
1260,47.966746794871796,0.1875,Dissensus,1,Clique A
1290,47.946714743589745,0.1875,Dissensus,1,Clique A
1320,47.95673076923077,0.1875,Dissensus,1,Clique A
1350,47.936698717948715,0.1875,Dissensus,1,Clique A
1380,47.92668269230769,0.1875,Dissensus,1,Clique A
1410,47.92668269230769,0.1875,Dissensus,1,Clique A
1440,47.92668269230769,0.1875,Dissensus,1,Clique A
1470,47.92668269230769,0.1875,Dissensus,1,Clique A
0,32.62219551282051,0.1875,Dissensus,1,Clique B
30,35.8974358974359,0.1875,Dissensus,1,Clique B
60,38.49158653846154,0.1875,Dissensus,1,Clique B
90,39.67347756410256,0.1875,Dissensus,1,Clique B
120,40.28445512820513,0.1875,Dissensus,1,Clique B
150,40.37459935897436,0.1875,Dissensus,1,Clique B
180,40.41466346153846,0.1875,Dissensus,1,Clique B
210,40.39463141025641,0.1875,Dissensus,1,Clique B
240,40.334535256410255,0.1875,Dissensus,1,Clique B
270,40.32451923076923,0.1875,Dissensus,1,Clique B
300,40.32451923076923,0.1875,Dissensus,1,Clique B
330,40.1943108974359,0.1875,Dissensus,1,Clique B
360,40.17427884615385,0.1875,Dissensus,1,Clique B
390,40.18429487179487,0.1875,Dissensus,1,Clique B
420,40.134214743589745,0.1875,Dissensus,1,Clique B
450,40.06410256410256,0.1875,Dissensus,1,Clique B
480,40.05408653846154,0.1875,Dissensus,1,Clique B
510,39.953926282051285,0.1875,Dissensus,1,Clique B
540,39.93389423076923,0.1875,Dissensus,1,Clique B
570,39.90384615384615,0.1875,Dissensus,1,Clique B
600,39.8036858974359,0.1875,Dissensus,1,Clique B
630,39.8036858974359,0.1875,Dissensus,1,Clique B
660,39.79366987179487,0.1875,Dissensus,1,Clique B
690,39.743589743589745,0.1875,Dissensus,1,Clique B
720,39.69350961538461,0.1875,Dissensus,1,Clique B
750,39.563301282051285,0.1875,Dissensus,1,Clique B
780,39.50320512820513,0.1875,Dissensus,1,Clique B
810,39.48317307692308,0.1875,Dissensus,1,Clique B
840,39.453125,0.1875,Dissensus,1,Clique B
870,39.38301282051282,0.1875,Dissensus,1,Clique B
900,39.38301282051282,0.1875,Dissensus,1,Clique B
930,39.372996794871796,0.1875,Dissensus,1,Clique B
960,39.322916666666664,0.1875,Dissensus,1,Clique B
990,39.30288461538461,0.1875,Dissensus,1,Clique B
1020,39.29286858974359,0.1875,Dissensus,1,Clique B
1050,39.31290064102564,0.1875,Dissensus,1,Clique B
1080,39.29286858974359,0.1875,Dissensus,1,Clique B
1110,39.28285256410256,0.1875,Dissensus,1,Clique B
1140,39.23277243589744,0.1875,Dissensus,1,Clique B
1170,39.27283653846154,0.1875,Dissensus,1,Clique B
1200,39.23277243589744,0.1875,Dissensus,1,Clique B
1230,39.26282051282051,0.1875,Dissensus,1,Clique B
1260,39.22275641025641,0.1875,Dissensus,1,Clique B
1290,39.23277243589744,0.1875,Dissensus,1,Clique B
1320,39.20272435897436,0.1875,Dissensus,1,Clique B
1350,39.192708333333336,0.1875,Dissensus,1,Clique B
1380,39.18269230769231,0.1875,Dissensus,1,Clique B
1410,39.21274038461539,0.1875,Dissensus,1,Clique B
1440,39.18269230769231,0.1875,Dissensus,1,Clique B
1470,39.21274038461539,0.1875,Dissensus,1,Clique B
0,9.745592948717949,0.25,Dissensus,1,All
30,14.68349358974359,0.25,Dissensus,1,All
60,18.689903846153847,0.25,Dissensus,1,All
90,19.040464743589745,0.25,Dissensus,1,All
120,19.150641025641026,0.25,Dissensus,1,All
150,19.140625,0.25,Dissensus,1,All
180,19.170673076923077,0.25,Dissensus,1,All
210,19.21073717948718,0.25,Dissensus,1,All
240,19.240785256410255,0.25,Dissensus,1,All
270,19.240785256410255,0.25,Dissensus,1,All
300,19.260817307692307,0.25,Dissensus,1,All
330,19.25080128205128,0.25,Dissensus,1,All
360,19.280849358974358,0.25,Dissensus,1,All
390,19.280849358974358,0.25,Dissensus,1,All
420,19.290865384615383,0.25,Dissensus,1,All
450,19.290865384615383,0.25,Dissensus,1,All
480,19.280849358974358,0.25,Dissensus,1,All
510,19.280849358974358,0.25,Dissensus,1,All
540,19.270833333333332,0.25,Dissensus,1,All
570,19.280849358974358,0.25,Dissensus,1,All
600,19.290865384615383,0.25,Dissensus,1,All
630,19.290865384615383,0.25,Dissensus,1,All
660,19.310897435897434,0.25,Dissensus,1,All
690,19.32091346153846,0.25,Dissensus,1,All
720,19.32091346153846,0.25,Dissensus,1,All
750,19.330929487179485,0.25,Dissensus,1,All
780,19.330929487179485,0.25,Dissensus,1,All
810,19.330929487179485,0.25,Dissensus,1,All
840,19.340945512820515,0.25,Dissensus,1,All
870,19.340945512820515,0.25,Dissensus,1,All
900,19.340945512820515,0.25,Dissensus,1,All
930,19.330929487179485,0.25,Dissensus,1,All
960,19.330929487179485,0.25,Dissensus,1,All
990,19.330929487179485,0.25,Dissensus,1,All
1020,19.310897435897434,0.25,Dissensus,1,All
1050,19.32091346153846,0.25,Dissensus,1,All
1080,19.32091346153846,0.25,Dissensus,1,All
1110,19.32091346153846,0.25,Dissensus,1,All
1140,19.32091346153846,0.25,Dissensus,1,All
1170,19.310897435897434,0.25,Dissensus,1,All
1200,19.32091346153846,0.25,Dissensus,1,All
1230,19.330929487179485,0.25,Dissensus,1,All
1260,19.340945512820515,0.25,Dissensus,1,All
1290,19.35096153846154,0.25,Dissensus,1,All
1320,19.35096153846154,0.25,Dissensus,1,All
1350,19.340945512820515,0.25,Dissensus,1,All
1380,19.35096153846154,0.25,Dissensus,1,All
1410,19.35096153846154,0.25,Dissensus,1,All
1440,19.35096153846154,0.25,Dissensus,1,All
1470,19.360977564102566,0.25,Dissensus,1,All
0,35.52684294871795,0.25,Dissensus,1,Clique A
30,39.28285256410256,0.25,Dissensus,1,Clique A
60,43.99038461538461,0.25,Dissensus,1,Clique A
90,46.985176282051285,0.25,Dissensus,1,Clique A
120,47.65625,0.25,Dissensus,1,Clique A
150,47.86658653846154,0.25,Dissensus,1,Clique A
180,47.98677884615385,0.25,Dissensus,1,Clique A
210,48.327323717948715,0.25,Dissensus,1,Clique A
240,48.567708333333336,0.25,Dissensus,1,Clique A
270,48.537660256410255,0.25,Dissensus,1,Clique A
300,48.34735576923077,0.25,Dissensus,1,Clique A
330,48.05689102564103,0.25,Dissensus,1,Clique A
360,47.766426282051285,0.25,Dissensus,1,Clique A
390,47.6161858974359,0.25,Dissensus,1,Clique A
420,47.59615384615385,0.25,Dissensus,1,Clique A
450,47.72636217948718,0.25,Dissensus,1,Clique A
480,47.85657051282051,0.25,Dissensus,1,Clique A
510,47.89663461538461,0.25,Dissensus,1,Clique A
540,47.95673076923077,0.25,Dissensus,1,Clique A
570,48.06690705128205,0.25,Dissensus,1,Clique A
600,48.046875,0.25,Dissensus,1,Clique A
630,48.06690705128205,0.25,Dissensus,1,Clique A
660,48.147035256410255,0.25,Dissensus,1,Clique A
690,48.177083333333336,0.25,Dissensus,1,Clique A
720,48.18709935897436,0.25,Dissensus,1,Clique A
750,48.20713141025641,0.25,Dissensus,1,Clique A
780,48.19711538461539,0.25,Dissensus,1,Clique A
810,48.20713141025641,0.25,Dissensus,1,Clique A
840,48.21714743589744,0.25,Dissensus,1,Clique A
870,48.24719551282051,0.25,Dissensus,1,Clique A
900,48.28725961538461,0.25,Dissensus,1,Clique A
930,48.29727564102564,0.25,Dissensus,1,Clique A
960,48.26722756410256,0.25,Dissensus,1,Clique A
990,48.24719551282051,0.25,Dissensus,1,Clique A
1020,48.22716346153846,0.25,Dissensus,1,Clique A
1050,48.20713141025641,0.25,Dissensus,1,Clique A
1080,48.22716346153846,0.25,Dissensus,1,Clique A
1110,48.24719551282051,0.25,Dissensus,1,Clique A
1140,48.29727564102564,0.25,Dissensus,1,Clique A
1170,48.28725961538461,0.25,Dissensus,1,Clique A
1200,48.327323717948715,0.25,Dissensus,1,Clique A
1230,48.357371794871796,0.25,Dissensus,1,Clique A
1260,48.37740384615385,0.25,Dissensus,1,Clique A
1290,48.37740384615385,0.25,Dissensus,1,Clique A
1320,48.38741987179487,0.25,Dissensus,1,Clique A
1350,48.357371794871796,0.25,Dissensus,1,Clique A
1380,48.41746794871795,0.25,Dissensus,1,Clique A
1410,48.3974358974359,0.25,Dissensus,1,Clique A
1440,48.357371794871796,0.25,Dissensus,1,Clique A
1470,48.37740384615385,0.25,Dissensus,1,Clique A
0,37.07932692307692,0.25,Dissensus,1,Clique B
30,37.630208333333336,0.25,Dissensus,1,Clique B
60,39.47315705128205,0.25,Dissensus,1,Clique B
90,40.44471153846154,0.25,Dissensus,1,Clique B
120,40.79527243589744,0.25,Dissensus,1,Clique B
150,40.84535256410256,0.25,Dissensus,1,Clique B
180,40.79527243589744,0.25,Dissensus,1,Clique B
210,40.84535256410256,0.25,Dissensus,1,Clique B
240,40.79527243589744,0.25,Dissensus,1,Clique B
270,40.885416666666664,0.25,Dissensus,1,Clique B
300,40.905448717948715,0.25,Dissensus,1,Clique B
330,40.935496794871796,0.25,Dissensus,1,Clique B
360,40.87540064102564,0.25,Dissensus,1,Clique B
390,40.84535256410256,0.25,Dissensus,1,Clique B
420,40.87540064102564,0.25,Dissensus,1,Clique B
450,41.03565705128205,0.25,Dissensus,1,Clique B
480,41.13581730769231,0.25,Dissensus,1,Clique B
510,41.19591346153846,0.25,Dissensus,1,Clique B
540,41.276041666666664,0.25,Dissensus,1,Clique B
570,41.42628205128205,0.25,Dissensus,1,Clique B
600,41.40625,0.25,Dissensus,1,Clique B
630,41.39623397435897,0.25,Dissensus,1,Clique B
660,41.38621794871795,0.25,Dissensus,1,Clique B
690,41.41626602564103,0.25,Dissensus,1,Clique B
720,41.3661858974359,0.25,Dissensus,1,Clique B
750,41.33613782051282,0.25,Dissensus,1,Clique B
780,41.26602564102564,0.25,Dissensus,1,Clique B
810,41.296073717948715,0.25,Dissensus,1,Clique B
840,41.326121794871796,0.25,Dissensus,1,Clique B
870,41.306089743589745,0.25,Dissensus,1,Clique B
900,41.28605769230769,0.25,Dissensus,1,Clique B
930,41.306089743589745,0.25,Dissensus,1,Clique B
960,41.31610576923077,0.25,Dissensus,1,Clique B
990,41.306089743589745,0.25,Dissensus,1,Clique B
1020,41.34615384615385,0.25,Dissensus,1,Clique B
1050,41.326121794871796,0.25,Dissensus,1,Clique B
1080,41.276041666666664,0.25,Dissensus,1,Clique B
1110,41.33613782051282,0.25,Dissensus,1,Clique B
1140,41.326121794871796,0.25,Dissensus,1,Clique B
1170,41.306089743589745,0.25,Dissensus,1,Clique B
1200,41.296073717948715,0.25,Dissensus,1,Clique B
1230,41.276041666666664,0.25,Dissensus,1,Clique B
1260,41.276041666666664,0.25,Dissensus,1,Clique B
1290,41.276041666666664,0.25,Dissensus,1,Clique B
1320,41.28605769230769,0.25,Dissensus,1,Clique B
1350,41.28605769230769,0.25,Dissensus,1,Clique B
1380,41.276041666666664,0.25,Dissensus,1,Clique B
1410,41.28605769230769,0.25,Dissensus,1,Clique B
1440,41.26602564102564,0.25,Dissensus,1,Clique B
1470,41.25600961538461,0.25,Dissensus,1,Clique B
