Iterations,Accuracy (%),Agg,NonIID,Group
420,90.99559294871794,Gossip,True,global
450,91.39623397435898,Gossip,True,global
480,92.75841346153847,Gossip,True,global
510,92.20753205128206,Gossip,True,global
540,92.19751602564102,Gossip,True,global
570,93.0488782051282,Gossip,True,global
600,93.25921474358974,Gossip,True,global
630,93.30929487179488,Gossip,True,global
660,93.29927884615384,Gossip,True,global
690,93.3994391025641,Gossip,True,global
720,93.42948717948718,Gossip,True,global
750,93.48958333333333,Gossip,True,global
780,93.54967948717949,Gossip,True,global
810,93.57972756410257,Gossip,True,global
840,93.58974358974359,Gossip,True,global
870,93.64983974358974,Gossip,True,global
0,49.499198717948715,Gossip,True,clique 1
30,50.130208333333336,Gossip,True,clique 1
60,50.30048076923077,Gossip,True,clique 1
90,50.701121794871796,Gossip,True,clique 1
120,52.07331730769231,Gossip,True,clique 1
150,53.26522435897436,Gossip,True,clique 1
180,53.83613782051282,Gossip,True,clique 1
210,54.26682692307692,Gossip,True,clique 1
240,54.787660256410255,Gossip,True,clique 1
270,55.70913461538461,Gossip,True,clique 1
300,56.97115384615385,Gossip,True,clique 1
330,58.2431891025641,Gossip,True,clique 1
360,57.552083333333336,Gossip,True,clique 1
390,57.83253205128205,Gossip,True,clique 1
420,58.89423076923077,Gossip,True,clique 1
450,60.076121794871796,Gossip,True,clique 1
480,59.91586538461539,Gossip,True,clique 1
510,61.14783653846154,Gossip,True,clique 1
540,62.44991987179487,Gossip,True,clique 1
570,62.43990384615385,Gossip,True,clique 1
600,64.20272435897436,Gossip,True,clique 1
630,64.7636217948718,Gossip,True,clique 1
660,65.47475961538461,Gossip,True,clique 1
690,66.0957532051282,Gossip,True,clique 1
720,66.53645833333333,Gossip,True,clique 1
750,67.16746794871794,Gossip,True,clique 1
780,67.75841346153847,Gossip,True,clique 1
810,68.24919871794872,Gossip,True,clique 1
840,68.7099358974359,Gossip,True,clique 1
870,69.01041666666667,Gossip,True,clique 1
0,43.96033653846154,Gossip,True,clique 2
30,45.602964743589745,Gossip,True,clique 2
60,46.013621794871796,Gossip,True,clique 2
90,46.84495192307692,Gossip,True,clique 2
120,48.11698717948718,Gossip,True,clique 2
150,49.14863782051282,Gossip,True,clique 2
180,49.02844551282051,Gossip,True,clique 2
210,50.15024038461539,Gossip,True,clique 2
240,52.29366987179487,Gossip,True,clique 2
270,54.377003205128204,Gossip,True,clique 2
300,55.23838141025641,Gossip,True,clique 2
330,56.78084935897436,Gossip,True,clique 2
360,58.22315705128205,Gossip,True,clique 2
390,61.54847756410256,Gossip,True,clique 2
420,61.588541666666664,Gossip,True,clique 2
450,61.33814102564103,Gossip,True,clique 2
480,57.141426282051285,Gossip,True,clique 2
510,61.89903846153846,Gossip,True,clique 2
540,66.04567307692308,Gossip,True,clique 2
570,67.46794871794872,Gossip,True,clique 2
600,68.07892628205128,Gossip,True,clique 2
630,69.43108974358974,Gossip,True,clique 2
660,71.29407051282051,Gossip,True,clique 2
690,72.07532051282051,Gossip,True,clique 2
720,72.6963141025641,Gossip,True,clique 2
750,73.4775641025641,Gossip,True,clique 2
780,74.18870192307692,Gossip,True,clique 2
810,74.62940705128206,Gossip,True,clique 2
840,75.16025641025641,Gossip,True,clique 2
870,75.61097756410257,Gossip,True,clique 2
0,87.71033653846153,GM,False,global
30,92.19751602564102,GM,False,global
60,93.2391826923077,GM,False,global
90,94.11057692307692,GM,False,global
120,94.54126602564102,GM,False,global
150,94.86177884615384,GM,False,global
180,95.15224358974359,GM,False,global
210,95.06209935897436,GM,False,global
240,95.18229166666667,GM,False,global
270,95.07211538461539,GM,False,global
300,95.29246794871794,GM,False,global
330,95.18229166666667,GM,False,global
360,95.20232371794872,GM,False,global
390,95.57291666666667,GM,False,global
420,95.71314102564102,GM,False,global
450,95.64302884615384,GM,False,global
480,95.65304487179488,GM,False,global
510,95.67307692307692,GM,False,global
540,95.5829326923077,GM,False,global
570,95.53285256410257,GM,False,global
600,95.5829326923077,GM,False,global
630,95.65304487179488,GM,False,global
660,95.65304487179488,GM,False,global
690,95.65304487179488,GM,False,global
720,95.65304487179488,GM,False,global
750,95.65304487179488,GM,False,global
780,95.65304487179488,GM,False,global
810,95.65304487179488,GM,False,global
840,95.65304487179488,GM,False,global
870,95.67307692307692,GM,False,global
0,86.81891025641026,GM,False,clique 1
30,91.60657051282051,GM,False,clique 1
60,93.0488782051282,GM,False,clique 1
90,93.38942307692308,GM,False,clique 1
120,93.93028846153847,GM,False,clique 1
150,94.50120192307692,GM,False,clique 1
180,94.6113782051282,GM,False,clique 1
210,94.55128205128206,GM,False,clique 1
240,93.8301282051282,GM,False,clique 1
270,93.77003205128206,GM,False,clique 1
300,94.48116987179488,GM,False,clique 1
330,94.78165064102564,GM,False,clique 1
360,95.48277243589743,GM,False,clique 1
390,95.48277243589743,GM,False,clique 1
420,95.51282051282051,GM,False,clique 1
450,95.6229967948718,GM,False,clique 1
480,95.56290064102564,GM,False,clique 1
510,95.56290064102564,GM,False,clique 1
540,95.5829326923077,GM,False,clique 1
570,95.57291666666667,GM,False,clique 1
600,95.57291666666667,GM,False,clique 1
630,95.56290064102564,GM,False,clique 1
660,95.54286858974359,GM,False,clique 1
690,95.54286858974359,GM,False,clique 1
720,95.53285256410257,GM,False,clique 1
750,95.52283653846153,GM,False,clique 1
780,95.55288461538461,GM,False,clique 1
810,95.56290064102564,GM,False,clique 1
840,95.56290064102564,GM,False,clique 1
870,95.56290064102564,GM,False,clique 1
0,85.92748397435898,GM,False,clique 2
30,91.50641025641026,GM,False,clique 2
60,92.40785256410257,GM,False,clique 2
90,93.94030448717949,GM,False,clique 2
120,94.42107371794872,GM,False,clique 2
150,94.60136217948718,GM,False,clique 2
180,94.98197115384616,GM,False,clique 2
210,94.89182692307692,GM,False,clique 2
240,94.67147435897436,GM,False,clique 2
270,94.94190705128206,GM,False,clique 2
300,95.15224358974359,GM,False,clique 2
330,95.02203525641026,GM,False,clique 2
360,95.0420673076923,GM,False,clique 2
390,95.25240384615384,GM,False,clique 2
420,95.48277243589743,GM,False,clique 2
450,95.42267628205128,GM,False,clique 2
480,95.5829326923077,GM,False,clique 2
510,95.65304487179488,GM,False,clique 2
540,95.59294871794872,GM,False,clique 2
570,95.60296474358974,GM,False,clique 2
600,95.60296474358974,GM,False,clique 2
630,95.55288461538461,GM,False,clique 2
660,95.5829326923077,GM,False,clique 2
690,95.60296474358974,GM,False,clique 2
720,95.59294871794872,GM,False,clique 2
750,95.63301282051282,GM,False,clique 2
780,95.6229967948718,GM,False,clique 2
810,95.63301282051282,GM,False,clique 2
840,95.6229967948718,GM,False,clique 2
870,95.63301282051282,GM,False,clique 2
0,76.34214743589743,GM,True,global
30,82.04126602564102,GM,True,global
60,83.50360576923077,GM,True,global
90,84.36498397435898,GM,True,global
120,85.22636217948718,GM,True,global
150,85.31650641025641,GM,True,global
180,84.98597756410257,GM,True,global
210,84.85576923076923,GM,True,global
240,85.2363782051282,GM,True,global
270,87.0292467948718,GM,True,global
300,86.88902243589743,GM,True,global
330,88.00080128205128,GM,True,global
360,88.27123397435898,GM,True,global
390,88.44150641025641,GM,True,global
420,88.2411858974359,GM,True,global
450,88.23116987179488,GM,True,global
480,88.1610576923077,GM,True,global
510,88.21113782051282,GM,True,global
540,88.25120192307692,GM,True,global
570,88.28125,GM,True,global
600,88.3213141025641,GM,True,global
630,88.38141025641026,GM,True,global
660,88.35136217948718,GM,True,global
690,88.35136217948718,GM,True,global
720,88.4014423076923,GM,True,global
750,88.45152243589743,GM,True,global
780,88.48157051282051,GM,True,global
810,88.5516826923077,GM,True,global
840,88.58173076923077,GM,True,global
870,88.64182692307692,GM,True,global
0,49.42908653846154,GM,True,clique 1
30,50.130208333333336,GM,True,clique 1
60,50.15024038461539,GM,True,clique 1
90,50.36057692307692,GM,True,clique 1
120,50.490785256410255,GM,True,clique 1
150,50.46073717948718,GM,True,clique 1
180,50.310496794871796,GM,True,clique 1
210,50.20032051282051,GM,True,clique 1
240,50.30048076923077,GM,True,clique 1
270,50.61097756410256,GM,True,clique 1
300,50.651041666666664,GM,True,clique 1
330,50.63100961538461,GM,True,clique 1
360,50.61097756410256,GM,True,clique 1
390,50.701121794871796,GM,True,clique 1
420,50.701121794871796,GM,True,clique 1
450,50.69110576923077,GM,True,clique 1
480,50.671073717948715,GM,True,clique 1
510,50.681089743589745,GM,True,clique 1
540,50.69110576923077,GM,True,clique 1
570,50.671073717948715,GM,True,clique 1
600,50.671073717948715,GM,True,clique 1
630,50.681089743589745,GM,True,clique 1
660,50.681089743589745,GM,True,clique 1
690,50.681089743589745,GM,True,clique 1
720,50.681089743589745,GM,True,clique 1
750,50.681089743589745,GM,True,clique 1
780,50.681089743589745,GM,True,clique 1
810,50.681089743589745,GM,True,clique 1
840,50.681089743589745,GM,True,clique 1
870,50.69110576923077,GM,True,clique 1
0,43.78004807692308,GM,True,clique 2
30,45.71314102564103,GM,True,clique 2
60,46.06370192307692,GM,True,clique 2
90,46.43429487179487,GM,True,clique 2
120,46.71474358974359,GM,True,clique 2
150,46.63461538461539,GM,True,clique 2
180,46.60456730769231,GM,True,clique 2
210,46.53445512820513,GM,True,clique 2
240,46.85496794871795,GM,True,clique 2
270,46.92508012820513,GM,True,clique 2
300,46.975160256410255,GM,True,clique 2
330,47.165464743589745,GM,True,clique 2
360,47.14543269230769,GM,True,clique 2
390,47.19551282051282,GM,True,clique 2
420,47.25560897435897,GM,True,clique 2
450,47.27564102564103,GM,True,clique 2
480,47.27564102564103,GM,True,clique 2
510,47.265625,GM,True,clique 2
540,47.265625,GM,True,clique 2
570,47.23557692307692,GM,True,clique 2
600,47.21554487179487,GM,True,clique 2
630,47.20552884615385,GM,True,clique 2
660,47.20552884615385,GM,True,clique 2
690,47.20552884615385,GM,True,clique 2
720,47.20552884615385,GM,True,clique 2
750,47.21554487179487,GM,True,clique 2
780,47.2255608974359,GM,True,clique 2
810,47.23557692307692,GM,True,clique 2
840,47.24559294871795,GM,True,clique 2
870,47.24559294871795,GM,True,clique 2
0,77.74439102564102,MOZI,False,global
30,87.63020833333333,MOZI,False,global
60,89.43309294871794,MOZI,False,global
90,90.5448717948718,MOZI,False,global
120,91.20592948717949,MOZI,False,global
150,91.86698717948718,MOZI,False,global
180,92.1875,MOZI,False,global
210,92.77844551282051,MOZI,False,global
240,93.07892628205128,MOZI,False,global
270,93.42948717948718,MOZI,False,global
300,93.68990384615384,MOZI,False,global
330,94.0604967948718,MOZI,False,global
360,94.23076923076923,MOZI,False,global
390,94.39102564102564,MOZI,False,global
420,94.51121794871794,MOZI,False,global
450,94.63141025641026,MOZI,False,global
480,94.87179487179488,MOZI,False,global
510,94.89182692307692,MOZI,False,global
540,95.03205128205128,MOZI,False,global
570,95.08213141025641,MOZI,False,global
600,95.3125,MOZI,False,global
630,95.3525641025641,MOZI,False,global
660,95.46274038461539,MOZI,False,global
690,95.61298076923077,MOZI,False,global
720,95.56290064102564,MOZI,False,global
750,95.79326923076923,MOZI,False,global
780,95.81330128205128,MOZI,False,global
810,95.95352564102564,MOZI,False,global
840,96.03365384615384,MOZI,False,global
870,96.04366987179488,MOZI,False,global
0,79.19671474358974,MOZI,False,clique 1
30,87.8505608974359,MOZI,False,clique 1
60,89.47315705128206,MOZI,False,clique 1
90,90.42467948717949,MOZI,False,clique 1
120,91.17588141025641,MOZI,False,clique 1
150,91.76682692307692,MOZI,False,clique 1
180,92.1875,MOZI,False,clique 1
210,92.67828525641026,MOZI,False,clique 1
240,93.0889423076923,MOZI,False,clique 1
270,93.40945512820512,MOZI,False,clique 1
300,93.4795673076923,MOZI,False,clique 1
330,93.91025641025641,MOZI,False,clique 1
360,94.03044871794872,MOZI,False,clique 1
390,94.25080128205128,MOZI,False,clique 1
420,94.4110576923077,MOZI,False,clique 1
450,94.42107371794872,MOZI,False,clique 1
480,94.82171474358974,MOZI,False,clique 1
510,94.85176282051282,MOZI,False,clique 1
540,94.97195512820512,MOZI,False,clique 1
570,95.09214743589743,MOZI,False,clique 1
600,95.18229166666667,MOZI,False,clique 1
630,95.10216346153847,MOZI,False,clique 1
660,95.41266025641026,MOZI,False,clique 1
690,95.49278846153847,MOZI,False,clique 1
720,95.5829326923077,MOZI,False,clique 1
750,95.6630608974359,MOZI,False,clique 1
780,95.73317307692308,MOZI,False,clique 1
810,95.7832532051282,MOZI,False,clique 1
840,95.92347756410257,MOZI,False,clique 1
870,95.9735576923077,MOZI,False,clique 1
0,74.62940705128206,MOZI,False,clique 2
30,87.03926282051282,MOZI,False,clique 2
60,89.29286858974359,MOZI,False,clique 2
90,90.33453525641026,MOZI,False,clique 2
120,91.16586538461539,MOZI,False,clique 2
150,91.90705128205128,MOZI,False,clique 2
180,92.25761217948718,MOZI,False,clique 2
210,92.6582532051282,MOZI,False,clique 2
240,93.0488782051282,MOZI,False,clique 2
270,93.36939102564102,MOZI,False,clique 2
300,93.4795673076923,MOZI,False,clique 2
330,94.09054487179488,MOZI,False,clique 2
360,94.2207532051282,MOZI,False,clique 2
390,94.37099358974359,MOZI,False,clique 2
420,94.39102564102564,MOZI,False,clique 2
450,94.70152243589743,MOZI,False,clique 2
480,94.81169871794872,MOZI,False,clique 2
510,94.85176282051282,MOZI,False,clique 2
540,95.05208333333333,MOZI,False,clique 2
570,95.13221153846153,MOZI,False,clique 2
600,95.3926282051282,MOZI,False,clique 2
630,95.33253205128206,MOZI,False,clique 2
660,95.41266025641026,MOZI,False,clique 2
690,95.54286858974359,MOZI,False,clique 2
720,95.61298076923077,MOZI,False,clique 2
750,95.80328525641026,MOZI,False,clique 2
780,95.8233173076923,MOZI,False,clique 2
810,95.98357371794872,MOZI,False,clique 2
840,95.96354166666667,MOZI,False,clique 2
870,96.03365384615384,MOZI,False,clique 2
0,77.71434294871794,MOZI,True,global
30,81.9110576923077,MOZI,True,global
60,82.47195512820512,MOZI,True,global
90,83.41346153846153,MOZI,True,global
120,83.19310897435898,MOZI,True,global
150,84.54527243589743,MOZI,True,global
180,84.86578525641026,MOZI,True,global
210,85.0761217948718,MOZI,True,global
240,85.5068108974359,MOZI,True,global
270,86.08774038461539,MOZI,True,global
300,85.90745192307692,MOZI,True,global
330,86.25801282051282,MOZI,True,global
360,86.18790064102564,MOZI,True,global
390,86.19791666666667,MOZI,True,global
420,86.48838141025641,MOZI,True,global
450,86.89903846153847,MOZI,True,global
480,86.15785256410257,MOZI,True,global
510,86.88902243589743,MOZI,True,global
540,86.29807692307692,MOZI,True,global
570,86.64863782051282,MOZI,True,global
600,87.07932692307692,MOZI,True,global
630,86.70873397435898,MOZI,True,global
660,87.03926282051282,MOZI,True,global
690,86.7588141025641,MOZI,True,global
720,86.84895833333333,MOZI,True,global
750,86.23798076923077,MOZI,True,global
780,86.87900641025641,MOZI,True,global
810,85.9775641025641,MOZI,True,global
840,85.546875,MOZI,True,global
870,86.23798076923077,MOZI,True,global
0,48.70793269230769,MOZI,True,clique 1
30,49.44911858974359,MOZI,True,clique 1
60,49.75961538461539,MOZI,True,clique 1
90,49.87980769230769,MOZI,True,clique 1
120,49.97996794871795,MOZI,True,clique 1
150,50.07011217948718,MOZI,True,clique 1
180,50.15024038461539,MOZI,True,clique 1
210,50.20032051282051,MOZI,True,clique 1
240,50.260416666666664,MOZI,True,clique 1
270,50.30048076923077,MOZI,True,clique 1
300,50.34054487179487,MOZI,True,clique 1
330,50.3505608974359,MOZI,True,clique 1
360,50.41065705128205,MOZI,True,clique 1
390,50.41065705128205,MOZI,True,clique 1
420,50.44070512820513,MOZI,True,clique 1
450,50.46073717948718,MOZI,True,clique 1
480,50.500801282051285,MOZI,True,clique 1
510,50.46073717948718,MOZI,True,clique 1
540,50.51081730769231,MOZI,True,clique 1
570,50.54086538461539,MOZI,True,clique 1
600,50.54086538461539,MOZI,True,clique 1
630,50.57091346153846,MOZI,True,clique 1
660,50.59094551282051,MOZI,True,clique 1
690,50.60096153846154,MOZI,True,clique 1
720,50.60096153846154,MOZI,True,clique 1
750,50.58092948717949,MOZI,True,clique 1
780,50.64102564102564,MOZI,True,clique 1
810,50.64102564102564,MOZI,True,clique 1
840,50.64102564102564,MOZI,True,clique 1
870,50.66105769230769,MOZI,True,clique 1
0,43.279246794871796,MOZI,True,clique 2
30,44.55128205128205,MOZI,True,clique 2
60,44.85176282051282,MOZI,True,clique 2
90,45.12219551282051,MOZI,True,clique 2
120,45.36258012820513,MOZI,True,clique 2
150,45.76322115384615,MOZI,True,clique 2
180,45.87339743589744,MOZI,True,clique 2
210,46.03365384615385,MOZI,True,clique 2
240,46.14383012820513,MOZI,True,clique 2
270,46.29407051282051,MOZI,True,clique 2
300,46.29407051282051,MOZI,True,clique 2
330,46.50440705128205,MOZI,True,clique 2
360,46.4443108974359,MOZI,True,clique 2
390,46.53445512820513,MOZI,True,clique 2
420,46.63461538461539,MOZI,True,clique 2
450,46.67467948717949,MOZI,True,clique 2
480,46.75480769230769,MOZI,True,clique 2
510,46.84495192307692,MOZI,True,clique 2
540,46.794871794871796,MOZI,True,clique 2
570,46.93509615384615,MOZI,True,clique 2
600,46.975160256410255,MOZI,True,clique 2
630,47.03525641025641,MOZI,True,clique 2
660,47.05528846153846,MOZI,True,clique 2
690,47.05528846153846,MOZI,True,clique 2
720,47.10536858974359,MOZI,True,clique 2
750,47.165464743589745,MOZI,True,clique 2
780,47.19551282051282,MOZI,True,clique 2
810,47.21554487179487,MOZI,True,clique 2
840,47.24559294871795,MOZI,True,clique 2
870,47.23557692307692,MOZI,True,clique 2
0,87.6201923076923,TM,False,global
30,91.89703525641026,TM,False,global
60,93.10897435897436,TM,False,global
90,93.85016025641026,TM,False,global
120,94.4110576923077,TM,False,global
150,94.6113782051282,TM,False,global
180,95.01201923076923,TM,False,global
210,94.89182692307692,TM,False,global
240,95.11217948717949,TM,False,global
270,95.16225961538461,TM,False,global
300,95.30248397435898,TM,False,global
330,95.11217948717949,TM,False,global
360,95.37259615384616,TM,False,global
390,95.56290064102564,TM,False,global
420,95.53285256410257,TM,False,global
450,95.38261217948718,TM,False,global
480,95.52283653846153,TM,False,global
510,95.49278846153847,TM,False,global
540,95.46274038461539,TM,False,global
570,95.47275641025641,TM,False,global
600,95.4326923076923,TM,False,global
630,95.4326923076923,TM,False,global
660,95.4326923076923,TM,False,global
690,95.44270833333333,TM,False,global
720,95.4326923076923,TM,False,global
750,95.4326923076923,TM,False,global
780,95.4326923076923,TM,False,global
810,95.42267628205128,TM,False,global
840,95.41266025641026,TM,False,global
870,95.40264423076923,TM,False,global
0,86.7988782051282,TM,False,clique 1
30,91.46634615384616,TM,False,clique 1
60,92.95873397435898,TM,False,clique 1
90,93.21915064102564,TM,False,clique 1
120,93.77003205128206,TM,False,clique 1
150,94.40104166666667,TM,False,clique 1
180,94.50120192307692,TM,False,clique 1
210,94.28084935897436,TM,False,clique 1
240,93.6698717948718,TM,False,clique 1
270,93.93028846153847,TM,False,clique 1
300,95.1923076923077,TM,False,clique 1
330,95.2323717948718,TM,False,clique 1
360,95.24238782051282,TM,False,clique 1
390,95.45272435897436,TM,False,clique 1
420,95.48277243589743,TM,False,clique 1
450,95.44270833333333,TM,False,clique 1
480,95.4326923076923,TM,False,clique 1
510,95.41266025641026,TM,False,clique 1
540,95.41266025641026,TM,False,clique 1
570,95.40264423076923,TM,False,clique 1
600,95.40264423076923,TM,False,clique 1
630,95.38261217948718,TM,False,clique 1
660,95.37259615384616,TM,False,clique 1
690,95.36258012820512,TM,False,clique 1
720,95.36258012820512,TM,False,clique 1
750,95.36258012820512,TM,False,clique 1
780,95.36258012820512,TM,False,clique 1
810,95.36258012820512,TM,False,clique 1
840,95.36258012820512,TM,False,clique 1
870,95.36258012820512,TM,False,clique 1
0,85.8974358974359,TM,False,clique 2
30,91.30608974358974,TM,False,clique 2
60,92.43790064102564,TM,False,clique 2
90,93.93028846153847,TM,False,clique 2
120,94.32091346153847,TM,False,clique 2
150,94.67147435897436,TM,False,clique 2
180,94.78165064102564,TM,False,clique 2
210,94.36097756410257,TM,False,clique 2
240,94.97195512820512,TM,False,clique 2
270,95.2323717948718,TM,False,clique 2
300,95.09214743589743,TM,False,clique 2
330,94.6514423076923,TM,False,clique 2
360,95.18229166666667,TM,False,clique 2
390,95.33253205128206,TM,False,clique 2
420,95.47275641025641,TM,False,clique 2
450,95.40264423076923,TM,False,clique 2
480,95.49278846153847,TM,False,clique 2
510,95.48277243589743,TM,False,clique 2
540,95.42267628205128,TM,False,clique 2
570,95.41266025641026,TM,False,clique 2
600,95.46274038461539,TM,False,clique 2
630,95.46274038461539,TM,False,clique 2
660,95.47275641025641,TM,False,clique 2
690,95.47275641025641,TM,False,clique 2
720,95.46274038461539,TM,False,clique 2
750,95.46274038461539,TM,False,clique 2
780,95.46274038461539,TM,False,clique 2
810,95.47275641025641,TM,False,clique 2
840,95.47275641025641,TM,False,clique 2
870,95.46274038461539,TM,False,clique 2
0,78.23517628205128,TM,True,global
30,84.09455128205128,TM,True,global
60,85.36658653846153,TM,True,global
90,85.65705128205128,TM,True,global
120,86.2479967948718,TM,True,global
150,86.95913461538461,TM,True,global
180,86.45833333333333,TM,True,global
210,85.95753205128206,TM,True,global
240,85.13621794871794,TM,True,global
270,85.10616987179488,TM,True,global
300,85.60697115384616,TM,True,global
330,86.34815705128206,TM,True,global
360,87.03926282051282,TM,True,global
390,88.35136217948718,TM,True,global
420,87.76041666666667,TM,True,global
450,86.80889423076923,TM,True,global
480,85.76722756410257,TM,True,global
510,85.91746794871794,TM,True,global
540,86.80889423076923,TM,True,global
570,87.109375,TM,True,global
600,86.89903846153847,TM,True,global
630,86.90905448717949,TM,True,global
660,86.91907051282051,TM,True,global
690,86.92908653846153,TM,True,global
720,86.92908653846153,TM,True,global
750,86.90905448717949,TM,True,global
780,86.89903846153847,TM,True,global
810,86.89903846153847,TM,True,global
840,86.88902243589743,TM,True,global
870,86.89903846153847,TM,True,global
0,49.27884615384615,TM,True,clique 1
30,49.78966346153846,TM,True,clique 1
60,50.14022435897436,TM,True,clique 1
90,50.37059294871795,TM,True,clique 1
120,50.45072115384615,TM,True,clique 1
150,50.520833333333336,TM,True,clique 1
180,50.500801282051285,TM,True,clique 1
210,50.62099358974359,TM,True,clique 1
240,50.651041666666664,TM,True,clique 1
270,50.64102564102564,TM,True,clique 1
300,50.64102564102564,TM,True,clique 1
330,50.651041666666664,TM,True,clique 1
360,50.72115384615385,TM,True,clique 1
390,50.71113782051282,TM,True,clique 1
420,50.71113782051282,TM,True,clique 1
450,50.71113782051282,TM,True,clique 1
480,50.72115384615385,TM,True,clique 1
510,50.72115384615385,TM,True,clique 1
540,50.72115384615385,TM,True,clique 1
570,50.72115384615385,TM,True,clique 1
600,50.72115384615385,TM,True,clique 1
630,50.72115384615385,TM,True,clique 1
660,50.73116987179487,TM,True,clique 1
690,50.73116987179487,TM,True,clique 1
720,50.73116987179487,TM,True,clique 1
750,50.73116987179487,TM,True,clique 1
780,50.73116987179487,TM,True,clique 1
810,50.73116987179487,TM,True,clique 1
840,50.73116987179487,TM,True,clique 1
870,50.73116987179487,TM,True,clique 1
0,44.220753205128204,TM,True,clique 2
30,45.76322115384615,TM,True,clique 2
60,46.15384615384615,TM,True,clique 2
90,46.45432692307692,TM,True,clique 2
120,46.72475961538461,TM,True,clique 2
150,46.764823717948715,TM,True,clique 2
180,46.94511217948718,TM,True,clique 2
