Iterations,Accuracy (%),Agg,NonIID,Group
210,46.764823717948715,TM,True,clique 2
240,46.85496794871795,TM,True,clique 2
270,46.78485576923077,TM,True,clique 2
300,47.03525641025641,TM,True,clique 2
330,47.02524038461539,TM,True,clique 2
360,47.185496794871796,TM,True,clique 2
390,46.54447115384615,TM,True,clique 2
420,47.265625,TM,True,clique 2
450,47.24559294871795,TM,True,clique 2
480,47.185496794871796,TM,True,clique 2
510,47.20552884615385,TM,True,clique 2
540,47.27564102564103,TM,True,clique 2
570,47.29567307692308,TM,True,clique 2
600,47.27564102564103,TM,True,clique 2
630,47.27564102564103,TM,True,clique 2
660,47.28565705128205,TM,True,clique 2
690,47.27564102564103,TM,True,clique 2
720,47.27564102564103,TM,True,clique 2
750,47.27564102564103,TM,True,clique 2
780,47.27564102564103,TM,True,clique 2
810,47.27564102564103,TM,True,clique 2
840,47.27564102564103,TM,True,clique 2
870,47.27564102564103,TM,True,clique 2
0,87.65024038461539,SCClip,False,global
30,92.28766025641026,SCClip,False,global
60,93.48958333333333,SCClip,False,global
90,94.11057692307692,SCClip,False,global
120,94.8016826923077,SCClip,False,global
150,95.08213141025641,SCClip,False,global
180,95.28245192307692,SCClip,False,global
210,95.64302884615384,SCClip,False,global
240,95.61298076923077,SCClip,False,global
270,95.52283653846153,SCClip,False,global
300,95.7431891025641,SCClip,False,global
330,95.93349358974359,SCClip,False,global
360,95.94350961538461,SCClip,False,global
390,96.11378205128206,SCClip,False,global
420,95.96354166666667,SCClip,False,global
450,96.23397435897436,SCClip,False,global
480,96.22395833333333,SCClip,False,global
510,96.30408653846153,SCClip,False,global
540,96.30408653846153,SCClip,False,global
570,96.37419871794872,SCClip,False,global
600,96.38421474358974,SCClip,False,global
630,96.34415064102564,SCClip,False,global
660,96.3641826923077,SCClip,False,global
690,96.37419871794872,SCClip,False,global
720,96.42427884615384,SCClip,False,global
750,96.41426282051282,SCClip,False,global
780,96.4042467948718,SCClip,False,global
810,96.39423076923077,SCClip,False,global
840,96.4042467948718,SCClip,False,global
870,96.4042467948718,SCClip,False,global
0,86.72876602564102,SCClip,False,clique 1
30,91.73677884615384,SCClip,False,clique 1
60,93.30929487179488,SCClip,False,clique 1
90,93.57972756410257,SCClip,False,clique 1
120,94.37099358974359,SCClip,False,clique 1
150,94.76161858974359,SCClip,False,clique 1
180,94.90184294871794,SCClip,False,clique 1
210,95.11217948717949,SCClip,False,clique 1
240,95.16225961538461,SCClip,False,clique 1
270,95.16225961538461,SCClip,False,clique 1
300,94.86177884615384,SCClip,False,clique 1
330,94.71153846153847,SCClip,False,clique 1
360,95.17227564102564,SCClip,False,clique 1
390,95.87339743589743,SCClip,False,clique 1
420,95.44270833333333,SCClip,False,clique 1
450,96.18389423076923,SCClip,False,clique 1
480,96.10376602564102,SCClip,False,clique 1
510,96.27403846153847,SCClip,False,clique 1
540,96.31410256410257,SCClip,False,clique 1
570,96.24399038461539,SCClip,False,clique 1
600,96.2139423076923,SCClip,False,clique 1
630,96.26402243589743,SCClip,False,clique 1
660,96.28405448717949,SCClip,False,clique 1
690,96.28405448717949,SCClip,False,clique 1
720,96.28405448717949,SCClip,False,clique 1
750,96.29407051282051,SCClip,False,clique 1
780,96.30408653846153,SCClip,False,clique 1
810,96.30408653846153,SCClip,False,clique 1
840,96.30408653846153,SCClip,False,clique 1
870,96.30408653846153,SCClip,False,clique 1
0,86.00761217948718,SCClip,False,clique 2
30,91.58653846153847,SCClip,False,clique 2
60,92.77844551282051,SCClip,False,clique 2
90,94.00040064102564,SCClip,False,clique 2
120,94.86177884615384,SCClip,False,clique 2
150,94.97195512820512,SCClip,False,clique 2
180,95.17227564102564,SCClip,False,clique 2
210,95.4326923076923,SCClip,False,clique 2
240,95.3926282051282,SCClip,False,clique 2
270,95.47275641025641,SCClip,False,clique 2
300,95.85336538461539,SCClip,False,clique 2
330,95.5829326923077,SCClip,False,clique 2
360,95.90344551282051,SCClip,False,clique 2
390,95.95352564102564,SCClip,False,clique 2
420,96.23397435897436,SCClip,False,clique 2
450,96.25400641025641,SCClip,False,clique 2
480,96.18389423076923,SCClip,False,clique 2
510,96.35416666666667,SCClip,False,clique 2
540,96.28405448717949,SCClip,False,clique 2
570,96.32411858974359,SCClip,False,clique 2
600,96.33413461538461,SCClip,False,clique 2
630,96.3641826923077,SCClip,False,clique 2
660,96.37419871794872,SCClip,False,clique 2
690,96.39423076923077,SCClip,False,clique 2
720,96.42427884615384,SCClip,False,clique 2
750,96.42427884615384,SCClip,False,clique 2
780,96.43429487179488,SCClip,False,clique 2
810,96.41426282051282,SCClip,False,clique 2
840,96.41426282051282,SCClip,False,clique 2
870,96.43429487179488,SCClip,False,clique 2
0,80.078125,SCClip,True,global
30,86.18790064102564,SCClip,True,global
60,86.99919871794872,SCClip,True,global
90,88.09094551282051,SCClip,True,global
120,89.0625,SCClip,True,global
150,89.64342948717949,SCClip,True,global
180,90.25440705128206,SCClip,True,global
210,90.625,SCClip,True,global
240,90.82532051282051,SCClip,True,global
270,90.88541666666667,SCClip,True,global
300,90.76522435897436,SCClip,True,global
330,91.08573717948718,SCClip,True,global
360,91.54647435897436,SCClip,True,global
390,91.50641025641026,SCClip,True,global
420,92.02724358974359,SCClip,True,global
450,91.95713141025641,SCClip,True,global
480,91.95713141025641,SCClip,True,global
510,90.67508012820512,SCClip,True,global
540,92.00721153846153,SCClip,True,global
570,92.578125,SCClip,True,global
600,92.95873397435898,SCClip,True,global
630,92.97876602564102,SCClip,True,global
660,93.18910256410257,SCClip,True,global
690,93.28926282051282,SCClip,True,global
720,93.4795673076923,SCClip,True,global
750,93.57972756410257,SCClip,True,global
780,93.63982371794872,SCClip,True,global
810,93.68990384615384,SCClip,True,global
840,93.75,SCClip,True,global
870,93.77003205128206,SCClip,True,global
0,49.33894230769231,SCClip,True,clique 1
30,49.919871794871796,SCClip,True,clique 1
60,49.90985576923077,SCClip,True,clique 1
90,50.32051282051282,SCClip,True,clique 1
120,50.41065705128205,SCClip,True,clique 1
150,50.76121794871795,SCClip,True,clique 1
180,52.033253205128204,SCClip,True,clique 1
210,53.48557692307692,SCClip,True,clique 1
240,54.787660256410255,SCClip,True,clique 1
270,55.70913461538461,SCClip,True,clique 1
300,56.47035256410256,SCClip,True,clique 1
330,57.69230769230769,SCClip,True,clique 1
360,58.102964743589745,SCClip,True,clique 1
390,57.8525641025641,SCClip,True,clique 1
420,59.07451923076923,SCClip,True,clique 1
450,60.42668269230769,SCClip,True,clique 1
480,61.49839743589744,SCClip,True,clique 1
510,61.247996794871796,SCClip,True,clique 1
540,63.000801282051285,SCClip,True,clique 1
570,63.90224358974359,SCClip,True,clique 1
600,63.171073717948715,SCClip,True,clique 1
630,64.62339743589743,SCClip,True,clique 1
660,65.80528846153847,SCClip,True,clique 1
690,66.85697115384616,SCClip,True,clique 1
720,68.40945512820512,SCClip,True,clique 1
750,69.17067307692308,SCClip,True,clique 1
780,70.01201923076923,SCClip,True,clique 1
810,70.42267628205128,SCClip,True,clique 1
840,70.89342948717949,SCClip,True,clique 1
870,71.3641826923077,SCClip,True,clique 1
0,44.23076923076923,SCClip,True,clique 2
30,45.803285256410255,SCClip,True,clique 2
60,46.29407051282051,SCClip,True,clique 2
90,46.51442307692308,SCClip,True,clique 2
120,46.594551282051285,SCClip,True,clique 2
150,46.96514423076923,SCClip,True,clique 2
180,47.946714743589745,SCClip,True,clique 2
210,48.83814102564103,SCClip,True,clique 2
240,50.080128205128204,SCClip,True,clique 2
270,50.130208333333336,SCClip,True,clique 2
300,51.20192307692308,SCClip,True,clique 2
330,51.58253205128205,SCClip,True,clique 2
360,53.615785256410255,SCClip,True,clique 2
390,52.56410256410256,SCClip,True,clique 2
420,55.04807692307692,SCClip,True,clique 2
450,54.59735576923077,SCClip,True,clique 2
480,56.45032051282051,SCClip,True,clique 2
510,60.5068108974359,SCClip,True,clique 2
540,58.35336538461539,SCClip,True,clique 2
570,60.71714743589744,SCClip,True,clique 2
600,63.000801282051285,SCClip,True,clique 2
630,66.7167467948718,SCClip,True,clique 2
660,67.6181891025641,SCClip,True,clique 2
690,69.07051282051282,SCClip,True,clique 2
720,69.75160256410257,SCClip,True,clique 2
750,70.44270833333333,SCClip,True,clique 2
780,71.11378205128206,SCClip,True,clique 2
810,71.59455128205128,SCClip,True,clique 2
840,72.13541666666667,SCClip,True,clique 2
870,72.63621794871794,SCClip,True,clique 2
