Iterations,Accuracy (%),Agg,Bucketing,RandomEdge,Group
810,47.27564102564103,TM,False,False,clique 2
840,47.27564102564103,TM,False,False,clique 2
870,47.27564102564103,TM,False,False,clique 2
0,78.01482371794872,TM,False,True,global
30,83.9443108974359,TM,False,True,global
60,84.65544871794872,TM,False,True,global
90,85.39663461538461,TM,False,True,global
120,85.64703525641026,TM,False,True,global
150,86.34815705128206,TM,False,True,global
180,87.07932692307692,TM,False,True,global
210,86.5985576923077,TM,False,True,global
240,86.6786858974359,TM,False,True,global
270,85.26642628205128,TM,False,True,global
300,85.8173076923077,TM,False,True,global
330,86.69871794871794,TM,False,True,global
360,86.7988782051282,TM,False,True,global
390,88.35136217948718,TM,False,True,global
420,88.02083333333333,TM,False,True,global
450,86.62860576923077,TM,False,True,global
480,86.70873397435898,TM,False,True,global
510,86.52844551282051,TM,False,True,global
540,86.86899038461539,TM,False,True,global
570,87.4198717948718,TM,False,True,global
600,87.63020833333333,TM,False,True,global
630,87.61017628205128,TM,False,True,global
660,87.63020833333333,TM,False,True,global
690,87.61017628205128,TM,False,True,global
720,87.63020833333333,TM,False,True,global
750,87.63020833333333,TM,False,True,global
780,87.64022435897436,TM,False,True,global
810,87.61017628205128,TM,False,True,global
840,87.6201923076923,TM,False,True,global
870,87.59014423076923,TM,False,True,global
0,49.27884615384615,TM,False,True,clique 1
30,49.87980769230769,TM,False,True,clique 1
60,50.15024038461539,TM,False,True,clique 1
90,50.3505608974359,TM,False,True,clique 1
120,50.45072115384615,TM,False,True,clique 1
150,50.51081730769231,TM,False,True,clique 1
180,50.48076923076923,TM,False,True,clique 1
210,50.46073717948718,TM,False,True,clique 1
240,50.58092948717949,TM,False,True,clique 1
270,50.681089743589745,TM,False,True,clique 1
300,50.651041666666664,TM,False,True,clique 1
330,50.66105769230769,TM,False,True,clique 1
360,50.671073717948715,TM,False,True,clique 1
390,50.7411858974359,TM,False,True,clique 1
420,50.7411858974359,TM,False,True,clique 1
450,50.72115384615385,TM,False,True,clique 1
480,50.72115384615385,TM,False,True,clique 1
510,50.7411858974359,TM,False,True,clique 1
540,50.75120192307692,TM,False,True,clique 1
570,50.75120192307692,TM,False,True,clique 1
600,50.75120192307692,TM,False,True,clique 1
630,50.75120192307692,TM,False,True,clique 1
660,50.75120192307692,TM,False,True,clique 1
690,50.75120192307692,TM,False,True,clique 1
720,50.75120192307692,TM,False,True,clique 1
750,50.75120192307692,TM,False,True,clique 1
780,50.75120192307692,TM,False,True,clique 1
810,50.75120192307692,TM,False,True,clique 1
840,50.75120192307692,TM,False,True,clique 1
870,50.75120192307692,TM,False,True,clique 1
0,44.15064102564103,TM,False,True,clique 2
30,45.75320512820513,TM,False,True,clique 2
60,46.10376602564103,TM,False,True,clique 2
90,46.39423076923077,TM,False,True,clique 2
120,46.614583333333336,TM,False,True,clique 2
150,46.72475961538461,TM,False,True,clique 2
180,46.80488782051282,TM,False,True,clique 2
210,46.82491987179487,TM,False,True,clique 2
240,46.90504807692308,TM,False,True,clique 2
270,46.9150641025641,TM,False,True,clique 2
300,46.96514423076923,TM,False,True,clique 2
330,47.155448717948715,TM,False,True,clique 2
360,47.14543269230769,TM,False,True,clique 2
390,46.78485576923077,TM,False,True,clique 2
420,46.96514423076923,TM,False,True,clique 2
450,47.06530448717949,TM,False,True,clique 2
480,47.23557692307692,TM,False,True,clique 2
510,47.23557692307692,TM,False,True,clique 2
540,47.23557692307692,TM,False,True,clique 2
570,47.2255608974359,TM,False,True,clique 2
600,47.27564102564103,TM,False,True,clique 2
630,47.29567307692308,TM,False,True,clique 2
660,47.29567307692308,TM,False,True,clique 2
690,47.3056891025641,TM,False,True,clique 2
720,47.29567307692308,TM,False,True,clique 2
750,47.28565705128205,TM,False,True,clique 2
780,47.28565705128205,TM,False,True,clique 2
810,47.28565705128205,TM,False,True,clique 2
840,47.28565705128205,TM,False,True,clique 2
870,47.28565705128205,TM,False,True,clique 2
0,80.078125,SCClip,False,False,global
30,86.16786858974359,SCClip,False,False,global
60,86.96915064102564,SCClip,False,False,global
90,88.05088141025641,SCClip,False,False,global
120,89.0625,SCClip,False,False,global
150,89.70352564102564,SCClip,False,False,global
180,90.18429487179488,SCClip,False,False,global
210,90.61498397435898,SCClip,False,False,global
240,90.73517628205128,SCClip,False,False,global
270,91.38621794871794,SCClip,False,False,global
300,90.88541666666667,SCClip,False,False,global
330,90.49479166666667,SCClip,False,False,global
360,91.50641025641026,SCClip,False,False,global
390,91.63661858974359,SCClip,False,False,global
420,92.42788461538461,SCClip,False,False,global
450,92.40785256410257,SCClip,False,False,global
480,92.34775641025641,SCClip,False,False,global
510,92.21754807692308,SCClip,False,False,global
540,91.90705128205128,SCClip,False,False,global
570,92.89863782051282,SCClip,False,False,global
600,92.8485576923077,SCClip,False,False,global
630,93.2792467948718,SCClip,False,False,global
660,93.37940705128206,SCClip,False,False,global
690,93.38942307692308,SCClip,False,False,global
720,93.3994391025641,SCClip,False,False,global
750,93.37940705128206,SCClip,False,False,global
780,93.51963141025641,SCClip,False,False,global
810,93.55969551282051,SCClip,False,False,global
840,93.64983974358974,SCClip,False,False,global
870,93.7099358974359,SCClip,False,False,global
0,49.33894230769231,SCClip,False,False,clique 1
30,49.919871794871796,SCClip,False,False,clique 1
60,49.90985576923077,SCClip,False,False,clique 1
90,50.310496794871796,SCClip,False,False,clique 1
120,50.40064102564103,SCClip,False,False,clique 1
150,50.84134615384615,SCClip,False,False,clique 1
180,52.033253205128204,SCClip,False,False,clique 1
210,53.53565705128205,SCClip,False,False,clique 1
240,54.89783653846154,SCClip,False,False,clique 1
270,55.759214743589745,SCClip,False,False,clique 1
300,56.47035256410256,SCClip,False,False,clique 1
330,57.54206730769231,SCClip,False,False,clique 1
360,58.14302884615385,SCClip,False,False,clique 1
390,57.95272435897436,SCClip,False,False,clique 1
420,58.66386217948718,SCClip,False,False,clique 1
450,59.31490384615385,SCClip,False,False,clique 1
480,60.96754807692308,SCClip,False,False,clique 1
510,62.189503205128204,SCClip,False,False,clique 1
540,61.44831730769231,SCClip,False,False,clique 1
570,59.75560897435897,SCClip,False,False,clique 1
600,62.01923076923077,SCClip,False,False,clique 1
630,64.32291666666667,SCClip,False,False,clique 1
660,65.2744391025641,SCClip,False,False,clique 1
690,66.62660256410257,SCClip,False,False,clique 1
720,67.73838141025641,SCClip,False,False,clique 1
750,68.50961538461539,SCClip,False,False,clique 1
780,69.2608173076923,SCClip,False,False,clique 1
810,69.6113782051282,SCClip,False,False,clique 1
840,70.32251602564102,SCClip,False,False,clique 1
870,70.7431891025641,SCClip,False,False,clique 1
0,44.23076923076923,SCClip,False,False,clique 2
30,45.783253205128204,SCClip,False,False,clique 2
60,46.30408653846154,SCClip,False,False,clique 2
90,46.55448717948718,SCClip,False,False,clique 2
120,46.594551282051285,SCClip,False,False,clique 2
150,46.90504807692308,SCClip,False,False,clique 2
180,47.916666666666664,SCClip,False,False,clique 2
210,48.7880608974359,SCClip,False,False,clique 2
240,49.93990384615385,SCClip,False,False,clique 2
270,50.671073717948715,SCClip,False,False,clique 2
300,51.40224358974359,SCClip,False,False,clique 2
330,52.64423076923077,SCClip,False,False,clique 2
360,53.34535256410256,SCClip,False,False,clique 2
390,54.296875,SCClip,False,False,clique 2
420,55.64903846153846,SCClip,False,False,clique 2
450,57.80248397435897,SCClip,False,False,clique 2
480,59.92588141025641,SCClip,False,False,clique 2
510,59.18469551282051,SCClip,False,False,clique 2
540,61.25801282051282,SCClip,False,False,clique 2
570,64.43309294871794,SCClip,False,False,clique 2
600,65.3545673076923,SCClip,False,False,clique 2
630,66.49639423076923,SCClip,False,False,clique 2
660,65.8954326923077,SCClip,False,False,clique 2
690,66.33613782051282,SCClip,False,False,clique 2
720,68.09895833333333,SCClip,False,False,clique 2
750,68.95032051282051,SCClip,False,False,clique 2
780,69.94190705128206,SCClip,False,False,clique 2
810,70.57291666666667,SCClip,False,False,clique 2
840,71.12379807692308,SCClip,False,False,clique 2
870,71.53445512820512,SCClip,False,False,clique 2
0,81.09975961538461,SCClip,False,True,global
30,86.85897435897436,SCClip,False,True,global
60,87.98076923076923,SCClip,False,True,global
90,88.9423076923077,SCClip,False,True,global
120,89.67347756410257,SCClip,False,True,global
150,90.25440705128206,SCClip,False,True,global
180,90.36458333333333,SCClip,False,True,global
210,90.30448717948718,SCClip,False,True,global
240,91.1358173076923,SCClip,False,True,global
270,90.76522435897436,SCClip,False,True,global
300,91.55649038461539,SCClip,False,True,global
330,91.90705128205128,SCClip,False,True,global
360,92.20753205128206,SCClip,False,True,global
390,92.76842948717949,SCClip,False,True,global
420,92.85857371794872,SCClip,False,True,global
450,92.83854166666667,SCClip,False,True,global
480,92.80849358974359,SCClip,False,True,global
510,92.77844551282051,SCClip,False,True,global
540,93.38942307692308,SCClip,False,True,global
570,93.359375,SCClip,False,True,global
600,93.52964743589743,SCClip,False,True,global
630,93.53966346153847,SCClip,False,True,global
660,93.56971153846153,SCClip,False,True,global
690,93.60977564102564,SCClip,False,True,global
720,93.60977564102564,SCClip,False,True,global
750,93.68990384615384,SCClip,False,True,global
780,93.71995192307692,SCClip,False,True,global
810,93.73998397435898,SCClip,False,True,global
840,93.73998397435898,SCClip,False,True,global
870,93.78004807692308,SCClip,False,True,global
0,49.36899038461539,SCClip,False,True,clique 1
30,50.01001602564103,SCClip,False,True,clique 1
60,50.05008012820513,SCClip,False,True,clique 1
90,52.70432692307692,SCClip,False,True,clique 1
120,54.216746794871796,SCClip,False,True,clique 1
150,55.44871794871795,SCClip,False,True,clique 1
180,56.79086538461539,SCClip,False,True,clique 1
210,58.22315705128205,SCClip,False,True,clique 1
240,60.03605769230769,SCClip,False,True,clique 1
270,60.15625,SCClip,False,True,clique 1
300,59.85576923076923,SCClip,False,True,clique 1
330,60.90745192307692,SCClip,False,True,clique 1
360,64.59334935897436,SCClip,False,True,clique 1
390,63.33133012820513,SCClip,False,True,clique 1
420,65.79527243589743,SCClip,False,True,clique 1
450,67.52804487179488,SCClip,False,True,clique 1
480,68.94030448717949,SCClip,False,True,clique 1
510,69.83173076923077,SCClip,False,True,clique 1
540,70.10216346153847,SCClip,False,True,clique 1
570,71.42427884615384,SCClip,False,True,clique 1
600,71.90504807692308,SCClip,False,True,clique 1
630,72.55608974358974,SCClip,False,True,clique 1
660,73.20713141025641,SCClip,False,True,clique 1
690,73.84815705128206,SCClip,False,True,clique 1
720,74.45913461538461,SCClip,False,True,clique 1
750,74.86979166666667,SCClip,False,True,clique 1
780,75.23036858974359,SCClip,False,True,clique 1
810,75.83133012820512,SCClip,False,True,clique 1
840,76.15184294871794,SCClip,False,True,clique 1
870,76.5625,SCClip,False,True,clique 1
0,44.250801282051285,SCClip,False,True,clique 2
30,45.89342948717949,SCClip,False,True,clique 2
60,46.75480769230769,SCClip,False,True,clique 2
90,49.529246794871796,SCClip,False,True,clique 2
120,51.98317307692308,SCClip,False,True,clique 2
150,54.88782051282051,SCClip,False,True,clique 2
180,57.111378205128204,SCClip,False,True,clique 2
210,56.931089743589745,SCClip,False,True,clique 2
240,55.09815705128205,SCClip,False,True,clique 2
270,57.64222756410256,SCClip,False,True,clique 2
300,58.83413461538461,SCClip,False,True,clique 2
330,56.510416666666664,SCClip,False,True,clique 2
360,59.22475961538461,SCClip,False,True,clique 2
390,59.485176282051285,SCClip,False,True,clique 2
420,64.8036858974359,SCClip,False,True,clique 2
450,68.2391826923077,SCClip,False,True,clique 2
480,66.07572115384616,SCClip,False,True,clique 2
510,68.16907051282051,SCClip,False,True,clique 2
540,70.79326923076923,SCClip,False,True,clique 2
570,71.47435897435898,SCClip,False,True,clique 2
600,73.40745192307692,SCClip,False,True,clique 2
630,74.28886217948718,SCClip,False,True,clique 2
660,74.40905448717949,SCClip,False,True,clique 2
690,75.4306891025641,SCClip,False,True,clique 2
720,75.81129807692308,SCClip,False,True,clique 2
750,76.33213141025641,SCClip,False,True,clique 2
780,76.70272435897436,SCClip,False,True,clique 2
810,76.9130608974359,SCClip,False,True,clique 2
840,77.28365384615384,SCClip,False,True,clique 2
870,77.58413461538461,SCClip,False,True,clique 2
0,80.69911858974359,Gossip,True,False,global
30,86.90905448717949,Gossip,True,False,global
60,87.82051282051282,Gossip,True,False,global
90,88.69190705128206,Gossip,True,False,global
120,89.15264423076923,Gossip,True,False,global
150,89.78365384615384,Gossip,True,False,global
180,89.84375,Gossip,True,False,global
210,89.9238782051282,Gossip,True,False,global
240,90.69511217948718,Gossip,True,False,global
270,90.64503205128206,Gossip,True,False,global
300,91.015625,Gossip,True,False,global
330,91.55649038461539,Gossip,True,False,global
360,91.99719551282051,Gossip,True,False,global
390,92.28766025641026,Gossip,True,False,global
420,92.48798076923077,Gossip,True,False,global
450,92.12740384615384,Gossip,True,False,global
480,92.55809294871794,Gossip,True,False,global
510,92.79847756410257,Gossip,True,False,global
540,92.6983173076923,Gossip,True,False,global
570,92.94871794871794,Gossip,True,False,global
600,93.0488782051282,Gossip,True,False,global
630,93.09895833333333,Gossip,True,False,global
660,93.12900641025641,Gossip,True,False,global
690,93.22916666666667,Gossip,True,False,global
720,93.25921474358974,Gossip,True,False,global
750,93.30929487179488,Gossip,True,False,global
780,93.12900641025641,Gossip,True,False,global
810,93.30929487179488,Gossip,True,False,global
840,92.8886217948718,Gossip,True,False,global
870,93.28926282051282,Gossip,True,False,global
0,49.39903846153846,Gossip,True,False,clique 1
30,49.98998397435897,Gossip,True,False,clique 1
60,49.75961538461539,Gossip,True,False,clique 1
90,50.58092948717949,Gossip,True,False,clique 1
120,52.17347756410256,Gossip,True,False,clique 1
150,53.52564102564103,Gossip,True,False,clique 1
180,54.52724358974359,Gossip,True,False,clique 1
210,55.71915064102564,Gossip,True,False,clique 1
240,56.350160256410255,Gossip,True,False,clique 1
270,57.75240384615385,Gossip,True,False,clique 1
300,59.07451923076923,Gossip,True,False,clique 1
330,59.23477564102564,Gossip,True,False,clique 1
360,61.608573717948715,Gossip,True,False,clique 1
390,59.82572115384615,Gossip,True,False,clique 1
420,60.94751602564103,Gossip,True,False,clique 1
450,62.70032051282051,Gossip,True,False,clique 1
480,63.68189102564103,Gossip,True,False,clique 1
510,64.453125,Gossip,True,False,clique 1
540,65.03405448717949,Gossip,True,False,clique 1
570,66.18589743589743,Gossip,True,False,clique 1
600,66.55649038461539,Gossip,True,False,clique 1
630,67.1875,Gossip,True,False,clique 1
660,68.06891025641026,Gossip,True,False,clique 1
690,68.61979166666667,Gossip,True,False,clique 1
720,69.36097756410257,Gossip,True,False,clique 1
750,69.8417467948718,Gossip,True,False,clique 1
780,70.42267628205128,Gossip,True,False,clique 1
810,70.7832532051282,Gossip,True,False,clique 1
840,71.24399038461539,Gossip,True,False,clique 1
870,71.9150641025641,Gossip,True,False,clique 1
0,44.220753205128204,Gossip,True,False,clique 2
30,45.89342948717949,Gossip,True,False,clique 2
60,46.36418269230769,Gossip,True,False,clique 2
90,47.265625,Gossip,True,False,clique 2
120,49.529246794871796,Gossip,True,False,clique 2
150,50.93149038461539,Gossip,True,False,clique 2
180,52.36378205128205,Gossip,True,False,clique 2
210,53.9463141025641,Gossip,True,False,clique 2
240,54.36698717948718,Gossip,True,False,clique 2
270,51.57251602564103,Gossip,True,False,clique 2
300,53.67588141025641,Gossip,True,False,clique 2
330,53.99639423076923,Gossip,True,False,clique 2
360,55.939503205128204,Gossip,True,False,clique 2
390,59.475160256410255,Gossip,True,False,clique 2
420,61.46834935897436,Gossip,True,False,clique 2
450,62.83052884615385,Gossip,True,False,clique 2
480,60.76722756410256,Gossip,True,False,clique 2
510,64.54326923076923,Gossip,True,False,clique 2
540,65.08413461538461,Gossip,True,False,clique 2
570,65.01402243589743,Gossip,True,False,clique 2
600,67.20753205128206,Gossip,True,False,clique 2
630,68.26923076923077,Gossip,True,False,clique 2
660,68.78004807692308,Gossip,True,False,clique 2
690,68.58974358974359,Gossip,True,False,clique 2
720,67.77844551282051,Gossip,True,False,clique 2
750,66.76682692307692,Gossip,True,False,clique 2
780,66.0556891025641,Gossip,True,False,clique 2
810,67.47796474358974,Gossip,True,False,clique 2
840,67.48798076923077,Gossip,True,False,clique 2
870,68.19911858974359,Gossip,True,False,clique 2
0,82.75240384615384,Gossip,True,True,global
30,86.56850961538461,Gossip,True,True,global
60,88.3213141025641,Gossip,True,True,global
90,89.26282051282051,Gossip,True,True,global
120,89.99399038461539,Gossip,True,True,global
150,90.16426282051282,Gossip,True,True,global
180,90.17427884615384,Gossip,True,True,global
210,90.78525641025641,Gossip,True,True,global
240,90.60496794871794,Gossip,True,True,global
270,91.22596153846153,Gossip,True,True,global
300,91.66666666666667,Gossip,True,True,global
330,91.86698717948718,Gossip,True,True,global
360,92.0673076923077,Gossip,True,True,global
390,92.02724358974359,Gossip,True,True,global
420,92.12740384615384,Gossip,True,True,global
450,92.47796474358974,Gossip,True,True,global
480,92.1875,Gossip,True,True,global
510,92.70833333333333,Gossip,True,True,global
540,92.6181891025641,Gossip,True,True,global
570,93.09895833333333,Gossip,True,True,global
600,93.28926282051282,Gossip,True,True,global
630,93.28926282051282,Gossip,True,True,global
660,93.36939102564102,Gossip,True,True,global
690,93.44951923076923,Gossip,True,True,global
720,93.48958333333333,Gossip,True,True,global
750,93.54967948717949,Gossip,True,True,global
780,93.54967948717949,Gossip,True,True,global
810,93.63982371794872,Gossip,True,True,global
840,93.76001602564102,Gossip,True,True,global
870,93.77003205128206,Gossip,True,True,global
0,49.36899038461539,Gossip,True,True,clique 1
30,50.06009615384615,Gossip,True,True,clique 1
60,52.083333333333336,Gossip,True,True,clique 1
90,54.407051282051285,Gossip,True,True,clique 1
120,55.568910256410255,Gossip,True,True,clique 1
150,56.119791666666664,Gossip,True,True,clique 1
180,57.30168269230769,Gossip,True,True,clique 1
210,58.35336538461539,Gossip,True,True,clique 1
240,59.61538461538461,Gossip,True,True,clique 1
270,60.5068108974359,Gossip,True,True,clique 1
300,59.60536858974359,Gossip,True,True,clique 1
330,62.600160256410255,Gossip,True,True,clique 1
360,63.44150641025641,Gossip,True,True,clique 1
390,64.05248397435898,Gossip,True,True,clique 1
420,65.39463141025641,Gossip,True,True,clique 1
450,67.42788461538461,Gossip,True,True,clique 1
480,68.09895833333333,Gossip,True,True,clique 1
510,69.29086538461539,Gossip,True,True,clique 1
540,70.46274038461539,Gossip,True,True,clique 1
570,70.65304487179488,Gossip,True,True,clique 1
600,71.59455128205128,Gossip,True,True,clique 1
630,72.44591346153847,Gossip,True,True,clique 1
660,73.10697115384616,Gossip,True,True,clique 1
690,73.71794871794872,Gossip,True,True,clique 1
720,74.31891025641026,Gossip,True,True,clique 1
750,74.79967948717949,Gossip,True,True,clique 1
780,75.22035256410257,Gossip,True,True,clique 1
810,75.67107371794872,Gossip,True,True,clique 1
840,76.07171474358974,Gossip,True,True,clique 1
870,76.5224358974359,Gossip,True,True,clique 1
0,44.270833333333336,Gossip,True,True,clique 2
30,45.91346153846154,Gossip,True,True,clique 2
60,47.77644230769231,Gossip,True,True,clique 2
90,50.100160256410255,Gossip,True,True,clique 2
120,52.20352564102564,Gossip,True,True,clique 2
150,55.06810897435897,Gossip,True,True,clique 2
180,56.17988782051282,Gossip,True,True,clique 2
210,55.02804487179487,Gossip,True,True,clique 2
240,55.388621794871796,Gossip,True,True,clique 2
270,58.83413461538461,Gossip,True,True,clique 2
300,59.90584935897436,Gossip,True,True,clique 2
330,56.23998397435897,Gossip,True,True,clique 2
360,59.22475961538461,Gossip,True,True,clique 2
390,57.552083333333336,Gossip,True,True,clique 2
420,61.05769230769231,Gossip,True,True,clique 2
450,61.68870192307692,Gossip,True,True,clique 2
480,66.12580128205128,Gossip,True,True,clique 2
510,65.78525641025641,Gossip,True,True,clique 2
540,65.39463141025641,Gossip,True,True,clique 2
570,69.24078525641026,Gossip,True,True,clique 2
600,71.82491987179488,Gossip,True,True,clique 2
630,72.75641025641026,Gossip,True,True,clique 2
660,74.32892628205128,Gossip,True,True,clique 2
690,74.63942307692308,Gossip,True,True,clique 2
720,75.20032051282051,Gossip,True,True,clique 2
750,75.61097756410257,Gossip,True,True,clique 2
780,76.04166666666667,Gossip,True,True,clique 2
810,76.34214743589743,Gossip,True,True,clique 2
840,76.70272435897436,Gossip,True,True,clique 2
870,77.02323717948718,Gossip,True,True,clique 2
0,78.74599358974359,GM,True,False,global
30,84.8858173076923,GM,True,False,global
60,85.91746794871794,GM,True,False,global
90,86.86899038461539,GM,True,False,global
120,87.34975961538461,GM,True,False,global
150,87.9707532051282,GM,True,False,global
180,88.64182692307692,GM,True,False,global
210,88.49158653846153,GM,True,False,global
240,88.26121794871794,GM,True,False,global
270,88.77203525641026,GM,True,False,global
300,88.10096153846153,GM,True,False,global
330,89.26282051282051,GM,True,False,global
360,89.78365384615384,GM,True,False,global
390,89.95392628205128,GM,True,False,global
420,89.59334935897436,GM,True,False,global
450,89.75360576923077,GM,True,False,global
480,89.67347756410257,GM,True,False,global
510,89.62339743589743,GM,True,False,global
540,89.65344551282051,GM,True,False,global
570,89.67347756410257,GM,True,False,global
600,89.79366987179488,GM,True,False,global
630,89.93389423076923,GM,True,False,global
660,90.02403846153847,GM,True,False,global
690,90.05408653846153,GM,True,False,global
720,90.16426282051282,GM,True,False,global
750,90.44471153846153,GM,True,False,global
780,90.57491987179488,GM,True,False,global
810,90.7051282051282,GM,True,False,global
840,90.85536858974359,GM,True,False,global
870,91.02564102564102,GM,True,False,global
0,49.28886217948718,GM,True,False,clique 1
30,49.82972756410256,GM,True,False,clique 1
60,50.130208333333336,GM,True,False,clique 1
90,50.36057692307692,GM,True,False,clique 1
120,50.46073717948718,GM,True,False,clique 1
150,50.56089743589744,GM,True,False,clique 1
180,50.54086538461539,GM,True,False,clique 1
210,50.500801282051285,GM,True,False,clique 1
240,50.54086538461539,GM,True,False,clique 1
270,50.671073717948715,GM,True,False,clique 1
300,50.66105769230769,GM,True,False,clique 1
330,50.681089743589745,GM,True,False,clique 1
360,50.671073717948715,GM,True,False,clique 1
390,50.72115384615385,GM,True,False,clique 1
420,50.75120192307692,GM,True,False,clique 1
450,50.75120192307692,GM,True,False,clique 1
480,50.7411858974359,GM,True,False,clique 1
510,50.7411858974359,GM,True,False,clique 1
540,50.75120192307692,GM,True,False,clique 1
570,50.7411858974359,GM,True,False,clique 1
600,50.7411858974359,GM,True,False,clique 1
630,50.7411858974359,GM,True,False,clique 1
660,50.7411858974359,GM,True,False,clique 1
690,50.7411858974359,GM,True,False,clique 1
720,50.76121794871795,GM,True,False,clique 1
750,50.881410256410255,GM,True,False,clique 1
780,50.97155448717949,GM,True,False,clique 1
810,51.20192307692308,GM,True,False,clique 1
840,51.432291666666664,GM,True,False,clique 1
870,51.662660256410255,GM,True,False,clique 1
0,44.250801282051285,GM,True,False,clique 2
30,45.783253205128204,GM,True,False,clique 2
60,46.16386217948718,GM,True,False,clique 2
90,46.45432692307692,GM,True,False,clique 2
120,46.64463141025641,GM,True,False,clique 2
150,46.89503205128205,GM,True,False,clique 2
180,46.71474358974359,GM,True,False,clique 2
210,47.02524038461539,GM,True,False,clique 2
240,46.774839743589745,GM,True,False,clique 2
270,46.96514423076923,GM,True,False,clique 2
300,47.04527243589744,GM,True,False,clique 2
330,47.135416666666664,GM,True,False,clique 2
360,47.04527243589744,GM,True,False,clique 2
390,47.155448717948715,GM,True,False,clique 2
420,47.04527243589744,GM,True,False,clique 2
450,47.155448717948715,GM,True,False,clique 2
480,47.20552884615385,GM,True,False,clique 2
510,47.185496794871796,GM,True,False,clique 2
540,47.20552884615385,GM,True,False,clique 2
570,47.185496794871796,GM,True,False,clique 2
600,47.165464743589745,GM,True,False,clique 2
630,47.165464743589745,GM,True,False,clique 2
660,47.14543269230769,GM,True,False,clique 2
690,47.155448717948715,GM,True,False,clique 2
720,47.165464743589745,GM,True,False,clique 2
750,47.185496794871796,GM,True,False,clique 2
780,47.23557692307692,GM,True,False,clique 2
810,47.365785256410255,GM,True,False,clique 2
840,47.56610576923077,GM,True,False,clique 2
870,47.80649038461539,GM,True,False,clique 2
0,79.08653846153847,GM,True,True,global
30,85.10616987179488,GM,True,True,global
60,86.09775641025641,GM,True,True,global
90,86.99919871794872,GM,True,True,global
120,87.5801282051282,GM,True,True,global
150,87.79046474358974,GM,True,True,global
180,88.6318108974359,GM,True,True,global
210,89.70352564102564,GM,True,True,global
240,89.99399038461539,GM,True,True,global
270,89.24278846153847,GM,True,True,global
300,89.4130608974359,GM,True,True,global
330,90.234375,GM,True,True,global
360,90.76522435897436,GM,True,True,global
390,90.91546474358974,GM,True,True,global
420,90.98557692307692,GM,True,True,global
450,91.29607371794872,GM,True,True,global
480,91.73677884615384,GM,True,True,global
510,91.68669871794872,GM,True,True,global
540,91.93709935897436,GM,True,True,global
570,92.00721153846153,GM,True,True,global
600,92.2676282051282,GM,True,True,global
630,92.47796474358974,GM,True,True,global
660,92.56810897435898,GM,True,True,global
690,92.6983173076923,GM,True,True,global
720,92.85857371794872,GM,True,True,global
750,92.86858974358974,GM,True,True,global
780,92.98878205128206,GM,True,True,global
810,93.13902243589743,GM,True,True,global
840,93.18910256410257,GM,True,True,global
870,93.3193108974359,GM,True,True,global
0,49.30889423076923,GM,True,True,clique 1
30,49.82972756410256,GM,True,True,clique 1
60,50.05008012820513,GM,True,True,clique 1
90,50.310496794871796,GM,True,True,clique 1
120,50.4306891025641,GM,True,True,clique 1
150,50.56089743589744,GM,True,True,clique 1
180,50.56089743589744,GM,True,True,clique 1
210,50.58092948717949,GM,True,True,clique 1
240,50.56089743589744,GM,True,True,clique 1
270,50.48076923076923,GM,True,True,clique 1
300,50.61097756410256,GM,True,True,clique 1
330,50.861378205128204,GM,True,True,clique 1
360,51.482371794871796,GM,True,True,clique 1
390,51.5224358974359,GM,True,True,clique 1
420,51.42227564102564,GM,True,True,clique 1
450,53.00480769230769,GM,True,True,clique 1
480,53.515625,GM,True,True,clique 1
510,54.90785256410256,GM,True,True,clique 1
540,55.779246794871796,GM,True,True,clique 1
570,56.96113782051282,GM,True,True,clique 1
600,58.54366987179487,GM,True,True,clique 1
630,59.7255608974359,GM,True,True,clique 1
660,60.95753205128205,GM,True,True,clique 1
690,62.27964743589744,GM,True,True,clique 1
720,63.3213141025641,GM,True,True,clique 1
750,64.73357371794872,GM,True,True,clique 1
780,65.46474358974359,GM,True,True,clique 1
810,67.1073717948718,GM,True,True,clique 1
840,67.9286858974359,GM,True,True,clique 1
870,69.13060897435898,GM,True,True,clique 1
0,44.26081730769231,GM,True,True,clique 2
30,45.833333333333336,GM,True,True,clique 2
60,46.23397435897436,GM,True,True,clique 2
90,46.46434294871795,GM,True,True,clique 2
120,46.46434294871795,GM,True,True,clique 2
150,46.71474358974359,GM,True,True,clique 2
180,46.84495192307692,GM,True,True,clique 2
210,46.985176282051285,GM,True,True,clique 2
240,46.54447115384615,GM,True,True,clique 2
270,46.66466346153846,GM,True,True,clique 2
300,47.03525641025641,GM,True,True,clique 2
330,47.185496794871796,GM,True,True,clique 2
360,47.375801282051285,GM,True,True,clique 2
390,47.786458333333336,GM,True,True,clique 2
420,48.59775641025641,GM,True,True,clique 2
450,49.61939102564103,GM,True,True,clique 2
480,50.54086538461539,GM,True,True,clique 2
510,51.57251602564103,GM,True,True,clique 2
540,53.10496794871795,GM,True,True,clique 2
570,54.407051282051285,GM,True,True,clique 2
600,55.859375,GM,True,True,clique 2
630,57.311698717948715,GM,True,True,clique 2
660,58.83413461538461,GM,True,True,clique 2
690,60.21634615384615,GM,True,True,clique 2
720,62.05929487179487,GM,True,True,clique 2
750,63.62179487179487,GM,True,True,clique 2
780,65.34455128205128,GM,True,True,clique 2
810,66.7167467948718,GM,True,True,clique 2
840,68.22916666666667,GM,True,True,clique 2
