Iterations,Accuracy (%),Agg,ATK,Group,H.M.E.
30,9.805689102564102,TM,ALIE,global,False
60,9.805689102564102,TM,ALIE,global,False
90,9.805689102564102,TM,ALIE,global,False
120,9.805689102564102,TM,ALIE,global,False
150,9.805689102564102,TM,ALIE,global,False
180,9.805689102564102,TM,ALIE,global,False
210,9.805689102564102,TM,ALIE,global,False
240,9.805689102564102,TM,ALIE,global,False
270,9.805689102564102,TM,ALIE,global,False
300,9.805689102564102,TM,ALIE,global,False
330,9.805689102564102,TM,ALIE,global,False
360,9.805689102564102,TM,ALIE,global,False
390,9.805689102564102,TM,ALIE,global,False
420,9.805689102564102,TM,ALIE,global,False
450,9.805689102564102,TM,ALIE,global,False
480,9.805689102564102,TM,ALIE,global,False
510,9.805689102564102,TM,ALIE,global,False
540,9.805689102564102,TM,ALIE,global,False
570,9.805689102564102,TM,ALIE,global,False
600,9.805689102564102,TM,ALIE,global,False
630,9.805689102564102,TM,ALIE,global,False
660,9.805689102564102,TM,ALIE,global,False
690,9.805689102564102,TM,ALIE,global,False
720,9.805689102564102,TM,ALIE,global,False
750,9.805689102564102,TM,ALIE,global,False
780,9.805689102564102,TM,ALIE,global,False
810,9.805689102564102,TM,ALIE,global,False
840,9.805689102564102,TM,ALIE,global,False
870,9.805689102564102,TM,ALIE,global,False
0,82.9326923076923,TM,ALIE,global,True
30,78.29527243589743,TM,ALIE,global,True
60,77.28365384615384,TM,ALIE,global,True
90,76.9931891025641,TM,ALIE,global,True
120,83.05288461538461,TM,ALIE,global,True
150,65.02403846153847,TM,ALIE,global,True
180,23.958333333333332,TM,ALIE,global,True
210,41.64663461538461,TM,ALIE,global,True
240,21.69471153846154,TM,ALIE,global,True
270,45.73317307692308,TM,ALIE,global,True
300,10.166266025641026,TM,ALIE,global,True
330,10.40665064102564,TM,ALIE,global,True
360,10.096153846153847,TM,ALIE,global,True
390,10.096153846153847,TM,ALIE,global,True
420,10.096153846153847,TM,ALIE,global,True
450,11.348157051282051,TM,ALIE,global,True
480,11.348157051282051,TM,ALIE,global,True
510,11.348157051282051,TM,ALIE,global,True
540,11.348157051282051,TM,ALIE,global,True
570,11.348157051282051,TM,ALIE,global,True
600,11.348157051282051,TM,ALIE,global,True
630,11.348157051282051,TM,ALIE,global,True
660,11.348157051282051,TM,ALIE,global,True
690,11.348157051282051,TM,ALIE,global,True
720,11.348157051282051,TM,ALIE,global,True
750,11.348157051282051,TM,ALIE,global,True
780,11.348157051282051,TM,ALIE,global,True
810,11.348157051282051,TM,ALIE,global,True
840,11.348157051282051,TM,ALIE,global,True
870,11.348157051282051,TM,ALIE,global,True
0,9.805689102564102,TM,Dissensus,global,False
30,9.805689102564102,TM,Dissensus,global,False
60,9.805689102564102,TM,Dissensus,global,False
90,9.805689102564102,TM,Dissensus,global,False
120,9.805689102564102,TM,Dissensus,global,False
150,9.805689102564102,TM,Dissensus,global,False
180,9.805689102564102,TM,Dissensus,global,False
210,9.805689102564102,TM,Dissensus,global,False
240,9.805689102564102,TM,Dissensus,global,False
270,9.805689102564102,TM,Dissensus,global,False
300,9.805689102564102,TM,Dissensus,global,False
330,9.805689102564102,TM,Dissensus,global,False
360,9.805689102564102,TM,Dissensus,global,False
390,9.805689102564102,TM,Dissensus,global,False
420,9.805689102564102,TM,Dissensus,global,False
450,9.805689102564102,TM,Dissensus,global,False
480,9.805689102564102,TM,Dissensus,global,False
510,9.805689102564102,TM,Dissensus,global,False
540,9.805689102564102,TM,Dissensus,global,False
570,9.805689102564102,TM,Dissensus,global,False
600,9.805689102564102,TM,Dissensus,global,False
630,9.805689102564102,TM,Dissensus,global,False
660,9.805689102564102,TM,Dissensus,global,False
690,9.805689102564102,TM,Dissensus,global,False
720,9.805689102564102,TM,Dissensus,global,False
750,9.805689102564102,TM,Dissensus,global,False
780,9.805689102564102,TM,Dissensus,global,False
810,9.805689102564102,TM,Dissensus,global,False
840,9.805689102564102,TM,Dissensus,global,False
870,9.805689102564102,TM,Dissensus,global,False
0,82.5020032051282,TM,Dissensus,global,True
30,88.9423076923077,TM,Dissensus,global,True
60,90.25440705128206,TM,Dissensus,global,True
90,90.28445512820512,TM,Dissensus,global,True
120,90.09415064102564,TM,Dissensus,global,True
150,90.05408653846153,TM,Dissensus,global,True
180,89.93389423076923,TM,Dissensus,global,True
210,90.07411858974359,TM,Dissensus,global,True
240,90.05408653846153,TM,Dissensus,global,True
270,90.3145032051282,TM,Dissensus,global,True
300,90.53485576923077,TM,Dissensus,global,True
330,90.44471153846153,TM,Dissensus,global,True
360,90.38461538461539,TM,Dissensus,global,True
390,90.3545673076923,TM,Dissensus,global,True
420,90.34455128205128,TM,Dissensus,global,True
450,90.3545673076923,TM,Dissensus,global,True
480,90.3545673076923,TM,Dissensus,global,True
510,90.3545673076923,TM,Dissensus,global,True
540,90.34455128205128,TM,Dissensus,global,True
570,90.3545673076923,TM,Dissensus,global,True
600,90.3545673076923,TM,Dissensus,global,True
630,90.34455128205128,TM,Dissensus,global,True
660,90.3145032051282,TM,Dissensus,global,True
690,90.3145032051282,TM,Dissensus,global,True
720,90.30448717948718,TM,Dissensus,global,True
750,90.30448717948718,TM,Dissensus,global,True
780,90.29447115384616,TM,Dissensus,global,True
810,90.28445512820512,TM,Dissensus,global,True
840,90.26442307692308,TM,Dissensus,global,True
870,90.25440705128206,TM,Dissensus,global,True
